norek,kdrek,ket,jenis,nilai,nocabang,namacabang
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,563868,87,SD Kanisius Bantul
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1539498,87,SD Kanisius Bantul
1371,212.002,Titipan SP,47,3120000,87,SD Kanisius Bantul
1385,211.003.20,Titipan Lain-Lain,47,4978000,87,SD Kanisius Bantul
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,11150000,87,SD Kanisius Bantul
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,13224875,87,SD Kanisius Bantul
815,211.006,Titipan Dana Sosial (IDS),35,17500,97,SD Kanisius Beji
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,43761,97,SD Kanisius Beji
816,211.007,Titipan Iuran YADAPEN,35,48275,97,SD Kanisius Beji
812,212.001,Titipan Dana Kesehatan,35,65829,97,SD Kanisius Beji
1362,5.1.1.01,Iuran Pensiun Yadapen,36,83383,97,SD Kanisius Beji
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,92773,97,SD Kanisius Beji
818,211.009,Titipan Dana BPJS Kesehatan,35,131280,97,SD Kanisius Beji
1376,211.003.09,Titipan Dana Kegiatan,47,300000,97,SD Kanisius Beji
1348,5.1.1.02,Iuran BPJS Kesehatan,36,525132,97,SD Kanisius Beji
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,97,SD Kanisius Beji
1371,212.002,Titipan SP,47,2150140,97,SD Kanisius Beji
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2839345,97,SD Kanisius Beji
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,7000400,97,SD Kanisius Beji
815,211.006,Titipan Dana Sosial (IDS),35,15000,114,SD Kanisius Bonoharjo
1385,211.003.20,Titipan Lain-Lain,47,20000,114,SD Kanisius Bonoharjo
818,211.009,Titipan Dana BPJS Kesehatan,35,88308,114,SD Kanisius Bonoharjo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,176620,114,SD Kanisius Bonoharjo
816,211.007,Titipan Iuran YADAPEN,35,192474,114,SD Kanisius Bonoharjo
812,212.001,Titipan Dana Kesehatan,35,262461,114,SD Kanisius Bonoharjo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,332451,114,SD Kanisius Bonoharjo
1348,5.1.1.02,Iuran BPJS Kesehatan,36,353240,114,SD Kanisius Bonoharjo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,374432,114,SD Kanisius Bonoharjo
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,114,SD Kanisius Bonoharjo
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1400077,114,SD Kanisius Bonoharjo
1371,212.002,Titipan SP,47,2612778,114,SD Kanisius Bonoharjo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,10653886,114,SD Kanisius Bonoharjo
815,211.006,Titipan Dana Sosial (IDS),35,22500,139,SD Kanisius Condong Catur
818,211.009,Titipan Dana BPJS Kesehatan,35,96180,139,SD Kanisius Condong Catur
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,178980,139,SD Kanisius Condong Catur
816,211.007,Titipan Iuran YADAPEN,35,195191,139,SD Kanisius Condong Catur
1376,211.003.09,Titipan Dana Kegiatan,47,250000,139,SD Kanisius Condong Catur
812,212.001,Titipan Dana Kesehatan,35,266166,139,SD Kanisius Condong Catur
1362,5.1.1.01,Iuran Pensiun Yadapen,36,337144,139,SD Kanisius Condong Catur
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,379433,139,SD Kanisius Condong Catur
1348,5.1.1.02,Iuran BPJS Kesehatan,36,384718,139,SD Kanisius Condong Catur
812,212.001,Titipan Dana Kesehatan,17,387361,139,SD Kanisius Condong Catur
1371,212.002,Titipan SP,47,580000,139,SD Kanisius Condong Catur
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1250000,139,SD Kanisius Condong Catur
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5600000,139,SD Kanisius Condong Catur
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,10627417,139,SD Kanisius Condong Catur
815,211.006,Titipan Dana Sosial (IDS),35,65000,131,SD Kanisius Demangan Baru I
818,211.009,Titipan Dana BPJS Kesehatan,35,410751,131,SD Kanisius Demangan Baru I
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,844080,131,SD Kanisius Demangan Baru I
816,211.007,Titipan Iuran YADAPEN,35,861360,131,SD Kanisius Demangan Baru I
812,212.001,Titipan Dana Kesehatan,35,1174567,131,SD Kanisius Demangan Baru I
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,131,SD Kanisius Demangan Baru I
1362,5.1.1.01,Iuran Pensiun Yadapen,36,1487787,131,SD Kanisius Demangan Baru I
1348,5.1.1.02,Iuran BPJS Kesehatan,36,1649252,131,SD Kanisius Demangan Baru I
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1789445,131,SD Kanisius Demangan Baru I
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,4841534,131,SD Kanisius Demangan Baru I
1371,212.002,Titipan SP,47,5594168,131,SD Kanisius Demangan Baru I
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,11200120,131,SD Kanisius Demangan Baru I
1385,211.003.20,Titipan Lain-Lain,47,19371760,131,SD Kanisius Demangan Baru I
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,41491471,131,SD Kanisius Demangan Baru I
1385,211.003.20,Titipan Lain-Lain,47,20000,123,SD Kanisius Duwet
815,211.006,Titipan Dana Sosial (IDS),35,32500,123,SD Kanisius Duwet
818,211.009,Titipan Dana BPJS Kesehatan,35,184884,123,SD Kanisius Duwet
1376,211.003.09,Titipan Dana Kegiatan,47,250000,123,SD Kanisius Duwet
816,211.007,Titipan Iuran YADAPEN,35,315688,123,SD Kanisius Duwet
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,324240,123,SD Kanisius Duwet
812,212.001,Titipan Dana Kesehatan,35,430479,123,SD Kanisius Duwet
1362,5.1.1.01,Iuran Pensiun Yadapen,36,545272,123,SD Kanisius Duwet
1371,212.002,Titipan SP,47,590000,123,SD Kanisius Duwet
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,687379,123,SD Kanisius Duwet
1348,5.1.1.02,Iuran BPJS Kesehatan,36,739535,123,SD Kanisius Duwet
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1969430,123,SD Kanisius Duwet
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,8400077,123,SD Kanisius Duwet
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,15305184,123,SD Kanisius Duwet
1385,211.003.20,Titipan Lain-Lain,47,20000,118,SD Kanisius Gamping
815,211.006,Titipan Dana Sosial (IDS),35,22500,118,SD Kanisius Gamping
818,211.009,Titipan Dana BPJS Kesehatan,35,45325,118,SD Kanisius Gamping
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,92640,118,SD Kanisius Gamping
816,211.007,Titipan Iuran YADAPEN,35,104657,118,SD Kanisius Gamping
812,212.001,Titipan Dana Kesehatan,35,142713,118,SD Kanisius Gamping
1362,5.1.1.01,Iuran Pensiun Yadapen,36,180770,118,SD Kanisius Gamping
1348,5.1.1.02,Iuran BPJS Kesehatan,36,181297,118,SD Kanisius Gamping
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,196394,118,SD Kanisius Gamping
812,212.001,Titipan Dana Kesehatan,17,666800,118,SD Kanisius Gamping
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,118,SD Kanisius Gamping
1371,212.002,Titipan SP,47,5622936,118,SD Kanisius Gamping
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5772170,118,SD Kanisius Gamping
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,8400065,118,SD Kanisius Gamping
1385,211.003.20,Titipan Lain-Lain,47,20000,88,SD Kanisius Ganjuran
815,211.006,Titipan Dana Sosial (IDS),35,22500,88,SD Kanisius Ganjuran
818,211.009,Titipan Dana BPJS Kesehatan,35,157920,88,SD Kanisius Ganjuran
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,177316,88,SD Kanisius Ganjuran
816,211.007,Titipan Iuran YADAPEN,35,203699,88,SD Kanisius Ganjuran
1376,211.003.09,Titipan Dana Kegiatan,47,250000,88,SD Kanisius Ganjuran
812,212.001,Titipan Dana Kesehatan,35,277767,88,SD Kanisius Ganjuran
1362,5.1.1.01,Iuran Pensiun Yadapen,36,351837,88,SD Kanisius Ganjuran
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,375912,88,SD Kanisius Ganjuran
1348,5.1.1.02,Iuran BPJS Kesehatan,36,631668,88,SD Kanisius Ganjuran
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,88,SD Kanisius Ganjuran
1371,212.002,Titipan SP,47,3476390,88,SD Kanisius Ganjuran
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5600260,88,SD Kanisius Ganjuran
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,11319142,88,SD Kanisius Ganjuran
815,211.006,Titipan Dana Sosial (IDS),35,22500,74,SD Kanisius Gayam I
818,211.009,Titipan Dana BPJS Kesehatan,35,49860,74,SD Kanisius Gayam I
1385,211.003.20,Titipan Lain-Lain,47,110000,74,SD Kanisius Gayam I
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,138518,74,SD Kanisius Gayam I
816,211.007,Titipan Iuran YADAPEN,35,164095,74,SD Kanisius Gayam I
1348,5.1.1.02,Iuran BPJS Kesehatan,36,199440,74,SD Kanisius Gayam I
812,212.001,Titipan Dana Kesehatan,35,223763,74,SD Kanisius Gayam I
1362,5.1.1.01,Iuran Pensiun Yadapen,36,283433,74,SD Kanisius Gayam I
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,293659,74,SD Kanisius Gayam I
1371,212.002,Titipan SP,47,1221112,74,SD Kanisius Gayam I
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,74,SD Kanisius Gayam I
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,7000030,74,SD Kanisius Gayam I
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,9023906,74,SD Kanisius Gayam I
815,211.006,Titipan Dana Sosial (IDS),35,17500,121,SD Kanisius Jetis Depok
1385,211.003.20,Titipan Lain-Lain,47,20000,121,SD Kanisius Jetis Depok
818,211.009,Titipan Dana BPJS Kesehatan,35,71250,121,SD Kanisius Jetis Depok
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,185280,121,SD Kanisius Jetis Depok
816,211.007,Titipan Iuran YADAPEN,35,186796,121,SD Kanisius Jetis Depok
1376,211.003.09,Titipan Dana Kegiatan,47,250000,121,SD Kanisius Jetis Depok
812,212.001,Titipan Dana Kesehatan,35,254717,121,SD Kanisius Jetis Depok
1348,5.1.1.02,Iuran BPJS Kesehatan,36,284998,121,SD Kanisius Jetis Depok
1362,5.1.1.01,Iuran Pensiun Yadapen,36,322642,121,SD Kanisius Jetis Depok
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,392788,121,SD Kanisius Jetis Depok
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1907743,121,SD Kanisius Jetis Depok
1371,212.002,Titipan SP,47,4184722,121,SD Kanisius Jetis Depok
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,4200000,121,SD Kanisius Jetis Depok
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8668000,121,SD Kanisius Jetis Depok
815,211.006,Titipan Dana Sosial (IDS),35,15000,94,SD Kanisius Jomegatan
1385,211.003.20,Titipan Lain-Lain,47,20000,94,SD Kanisius Jomegatan
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,44329,94,SD Kanisius Jomegatan
816,211.007,Titipan Iuran YADAPEN,35,57185,94,SD Kanisius Jomegatan
812,212.001,Titipan Dana Kesehatan,35,77979,94,SD Kanisius Jomegatan
818,211.009,Titipan Dana BPJS Kesehatan,35,91425,94,SD Kanisius Jomegatan
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,93978,94,SD Kanisius Jomegatan
1362,5.1.1.01,Iuran Pensiun Yadapen,36,98773,94,SD Kanisius Jomegatan
1376,211.003.09,Titipan Dana Kegiatan,47,200000,94,SD Kanisius Jomegatan
1371,212.002,Titipan SP,47,340000,94,SD Kanisius Jomegatan
1348,5.1.1.02,Iuran BPJS Kesehatan,36,365694,94,SD Kanisius Jomegatan
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300065,94,SD Kanisius Jomegatan
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,3244323,94,SD Kanisius Jomegatan
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,4200130,94,SD Kanisius Jomegatan
1385,211.003.20,Titipan Lain-Lain,47,20000,133,SD Kanisius Kadirojo
815,211.006,Titipan Dana Sosial (IDS),35,37500,133,SD Kanisius Kadirojo
818,211.009,Titipan Dana BPJS Kesehatan,35,153196,133,SD Kanisius Kadirojo
812,212.001,Titipan Dana Kesehatan,17,220500,133,SD Kanisius Kadirojo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,231600,133,SD Kanisius Kadirojo
816,211.007,Titipan Iuran YADAPEN,35,236955,133,SD Kanisius Kadirojo
1376,211.003.09,Titipan Dana Kegiatan,47,300000,133,SD Kanisius Kadirojo
812,212.001,Titipan Dana Kesehatan,35,323114,133,SD Kanisius Kadirojo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,409278,133,SD Kanisius Kadirojo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,490985,133,SD Kanisius Kadirojo
1348,5.1.1.02,Iuran BPJS Kesehatan,36,748193,133,SD Kanisius Kadirojo
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1275000,133,SD Kanisius Kadirojo
1371,212.002,Titipan SP,47,1335000,133,SD Kanisius Kadirojo
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1643707,133,SD Kanisius Kadirojo
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,11200190,133,SD Kanisius Kadirojo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,11451868,133,SD Kanisius Kadirojo
815,211.006,Titipan Dana Sosial (IDS),35,42500,135,SD Kanisius Kalasan
818,211.009,Titipan Dana BPJS Kesehatan,35,172776,135,SD Kanisius Kalasan
1376,211.003.09,Titipan Dana Kegiatan,47,300000,135,SD Kanisius Kalasan
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,509520,135,SD Kanisius Kalasan
816,211.007,Titipan Iuran YADAPEN,35,543009,135,SD Kanisius Kalasan
1348,5.1.1.02,Iuran BPJS Kesehatan,36,691097,135,SD Kanisius Kalasan
812,212.001,Titipan Dana Kesehatan,35,740454,135,SD Kanisius Kalasan
1362,5.1.1.01,Iuran Pensiun Yadapen,36,937909,135,SD Kanisius Kalasan
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1080167,135,SD Kanisius Kalasan
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,135,SD Kanisius Kalasan
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2087806,135,SD Kanisius Kalasan
1371,212.002,Titipan SP,47,3255000,135,SD Kanisius Kalasan
812,212.001,Titipan Dana Kesehatan,17,3917682,135,SD Kanisius Kalasan
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,6925000,135,SD Kanisius Kalasan
1385,211.003.20,Titipan Lain-Lain,47,11292358,135,SD Kanisius Kalasan
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,27659453,135,SD Kanisius Kalasan
815,211.006,Titipan Dana Sosial (IDS),35,20000,90,SD Kanisius Kanutan
1385,211.003.20,Titipan Lain-Lain,47,20000,90,SD Kanisius Kanutan
818,211.009,Titipan Dana BPJS Kesehatan,35,44573,90,SD Kanisius Kanutan
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,88658,90,SD Kanisius Kanutan
816,211.007,Titipan Iuran YADAPEN,35,98185,90,SD Kanisius Kanutan
812,212.001,Titipan Dana Kesehatan,35,133887,90,SD Kanisius Kanutan
1362,5.1.1.01,Iuran Pensiun Yadapen,36,169590,90,SD Kanisius Kanutan
1348,5.1.1.02,Iuran BPJS Kesehatan,36,178290,90,SD Kanisius Kanutan
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,187956,90,SD Kanisius Kanutan
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,90,SD Kanisius Kanutan
1371,212.002,Titipan SP,47,2241666,90,SD Kanisius Kanutan
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5478003,90,SD Kanisius Kanutan
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,7000000,90,SD Kanisius Kanutan
1385,211.003.20,Titipan Lain-Lain,47,20000,93,SD Kanisius Kembaran
818,211.009,Titipan Dana BPJS Kesehatan,35,91425,93,SD Kanisius Kembaran
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,132987,93,SD Kanisius Kembaran
816,211.007,Titipan Iuran YADAPEN,35,148999,93,SD Kanisius Kembaran
812,212.001,Titipan Dana Kesehatan,35,203177,93,SD Kanisius Kembaran
1362,5.1.1.01,Iuran Pensiun Yadapen,36,257358,93,SD Kanisius Kembaran
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,281934,93,SD Kanisius Kembaran
1348,5.1.1.02,Iuran BPJS Kesehatan,36,365694,93,SD Kanisius Kembaran
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,93,SD Kanisius Kembaran
1371,212.002,Titipan SP,47,2187778,93,SD Kanisius Kembaran
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,4200130,93,SD Kanisius Kembaran
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8577658,93,SD Kanisius Kembaran
815,211.006,Titipan Dana Sosial (IDS),35,15000,109,SD Kanisius Kenteng
1385,211.003.20,Titipan Lain-Lain,47,20000,109,SD Kanisius Kenteng
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,88310,109,SD Kanisius Kenteng
816,211.007,Titipan Iuran YADAPEN,35,88666,109,SD Kanisius Kenteng
818,211.009,Titipan Dana BPJS Kesehatan,35,110385,109,SD Kanisius Kenteng
812,212.001,Titipan Dana Kesehatan,35,120906,109,SD Kanisius Kenteng
1362,5.1.1.01,Iuran Pensiun Yadapen,36,153148,109,SD Kanisius Kenteng
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,187216,109,SD Kanisius Kenteng
1376,211.003.09,Titipan Dana Kegiatan,47,200000,109,SD Kanisius Kenteng
1348,5.1.1.02,Iuran BPJS Kesehatan,36,529860,109,SD Kanisius Kenteng
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,109,SD Kanisius Kenteng
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,4200231,109,SD Kanisius Kenteng
1371,212.002,Titipan SP,47,4367360,109,SD Kanisius Kenteng
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5045236,109,SD Kanisius Kenteng
815,211.006,Titipan Dana Sosial (IDS),35,17500,75,SD Kanisius Kintelan I
1385,211.003.20,Titipan Lain-Lain,47,20000,75,SD Kanisius Kintelan I
818,211.009,Titipan Dana BPJS Kesehatan,35,49860,75,SD Kanisius Kintelan I
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,149580,75,SD Kanisius Kintelan I
816,211.007,Titipan Iuran YADAPEN,35,151284,75,SD Kanisius Kintelan I
1348,5.1.1.02,Iuran BPJS Kesehatan,36,199440,75,SD Kanisius Kintelan I
812,212.001,Titipan Dana Kesehatan,35,206293,75,SD Kanisius Kintelan I
1362,5.1.1.01,Iuran Pensiun Yadapen,36,261305,75,SD Kanisius Kintelan I
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,317109,75,SD Kanisius Kintelan I
1371,212.002,Titipan SP,47,1050834,75,SD Kanisius Kintelan I
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,75,SD Kanisius Kintelan I
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,3075000,75,SD Kanisius Kintelan I
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,7986617,75,SD Kanisius Kintelan I
1385,211.003.20,Titipan Lain-Lain,47,20000,119,SD Kanisius Klepu
815,211.006,Titipan Dana Sosial (IDS),35,25000,119,SD Kanisius Klepu
818,211.009,Titipan Dana BPJS Kesehatan,35,71250,119,SD Kanisius Klepu
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,126360,119,SD Kanisius Klepu
816,211.007,Titipan Iuran YADAPEN,35,150983,119,SD Kanisius Klepu
1376,211.003.09,Titipan Dana Kegiatan,47,200000,119,SD Kanisius Klepu
812,212.001,Titipan Dana Kesehatan,35,205884,119,SD Kanisius Klepu
1362,5.1.1.01,Iuran Pensiun Yadapen,36,260786,119,SD Kanisius Klepu
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,267881,119,SD Kanisius Klepu
1348,5.1.1.02,Iuran BPJS Kesehatan,36,284998,119,SD Kanisius Klepu
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,119,SD Kanisius Klepu
1371,212.002,Titipan SP,47,3679722,119,SD Kanisius Klepu
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,8400060,119,SD Kanisius Klepu
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8772917,119,SD Kanisius Klepu
815,211.006,Titipan Dana Sosial (IDS),35,20000,77,SD Kanisius Kotabaru
1385,211.003.20,Titipan Lain-Lain,47,20000,77,SD Kanisius Kotabaru
818,211.009,Titipan Dana BPJS Kesehatan,35,174510,77,SD Kanisius Kotabaru
816,211.007,Titipan Iuran YADAPEN,35,191889,77,SD Kanisius Kotabaru
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,199440,77,SD Kanisius Kotabaru
812,212.001,Titipan Dana Kesehatan,35,261659,77,SD Kanisius Kotabaru
1362,5.1.1.01,Iuran Pensiun Yadapen,36,331435,77,SD Kanisius Kotabaru
1376,211.003.09,Titipan Dana Kegiatan,47,400000,77,SD Kanisius Kotabaru
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,422812,77,SD Kanisius Kotabaru
1348,5.1.1.02,Iuran BPJS Kesehatan,36,698040,77,SD Kanisius Kotabaru
1371,212.002,Titipan SP,47,1781666,77,SD Kanisius Kotabaru
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2556613,77,SD Kanisius Kotabaru
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5600090,77,SD Kanisius Kotabaru
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8355595,77,SD Kanisius Kotabaru
815,211.006,Titipan Dana Sosial (IDS),35,20000,79,SD Kanisius Kumendaman
1385,211.003.20,Titipan Lain-Lain,47,20000,79,SD Kanisius Kumendaman
