norek,kdrek,ket,jenis,nilai,nocabang,namacabang
1348,5.1.1.02,Iuran BPJS Kesehatan,36,699171,133,SD Kanisius Kadirojo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,490985,133,SD Kanisius Kadirojo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,409278,133,SD Kanisius Kadirojo
818,211.009,Titipan Dana BPJS Kesehatan,35,174791,133,SD Kanisius Kadirojo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,231600,133,SD Kanisius Kadirojo
1376,211.003.09,Titipan Dana Kegiatan,47,300000,133,SD Kanisius Kadirojo
812,212.001,Titipan Dana Kesehatan,35,323114,133,SD Kanisius Kadirojo
816,211.007,Titipan Iuran YADAPEN,35,236955,133,SD Kanisius Kadirojo
1385,211.003.20,Titipan Lain-Lain,47,20000,133,SD Kanisius Kadirojo
1371,212.002,Titipan SP,47,1335000,133,SD Kanisius Kadirojo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,27659397,135,SD Kanisius Kalasan
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,6925000,135,SD Kanisius Kalasan
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2087806,135,SD Kanisius Kalasan
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,135,SD Kanisius Kalasan
1348,5.1.1.02,Iuran BPJS Kesehatan,36,660084,135,SD Kanisius Kalasan
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1080167,135,SD Kanisius Kalasan
1362,5.1.1.01,Iuran Pensiun Yadapen,36,937909,135,SD Kanisius Kalasan
818,211.009,Titipan Dana BPJS Kesehatan,35,165020,135,SD Kanisius Kalasan
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,509520,135,SD Kanisius Kalasan
1376,211.003.09,Titipan Dana Kegiatan,47,200000,135,SD Kanisius Kalasan
812,212.001,Titipan Dana Kesehatan,35,740454,135,SD Kanisius Kalasan
816,211.007,Titipan Iuran YADAPEN,35,543009,135,SD Kanisius Kalasan
1385,211.003.20,Titipan Lain-Lain,47,11292358,135,SD Kanisius Kalasan
1371,212.002,Titipan SP,47,3255000,135,SD Kanisius Kalasan
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5478002,90,SD Kanisius Kanutan
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,7000000,90,SD Kanisius Kanutan
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,90,SD Kanisius Kanutan
1348,5.1.1.02,Iuran BPJS Kesehatan,36,172290,90,SD Kanisius Kanutan
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,187956,90,SD Kanisius Kanutan
1362,5.1.1.01,Iuran Pensiun Yadapen,36,169590,90,SD Kanisius Kanutan
818,211.009,Titipan Dana BPJS Kesehatan,35,43072,90,SD Kanisius Kanutan
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,88658,90,SD Kanisius Kanutan
1376,211.003.09,Titipan Dana Kegiatan,47,200000,90,SD Kanisius Kanutan
812,212.001,Titipan Dana Kesehatan,35,133887,90,SD Kanisius Kanutan
816,211.007,Titipan Iuran YADAPEN,35,98185,90,SD Kanisius Kanutan
1385,211.003.20,Titipan Lain-Lain,47,20000,90,SD Kanisius Kanutan
1371,212.002,Titipan SP,47,2241666,90,SD Kanisius Kanutan
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8577725,93,SD Kanisius Kembaran
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,4200128,93,SD Kanisius Kembaran
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,93,SD Kanisius Kembaran
1348,5.1.1.02,Iuran BPJS Kesehatan,36,341563,93,SD Kanisius Kembaran
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,281934,93,SD Kanisius Kembaran
1362,5.1.1.01,Iuran Pensiun Yadapen,36,257358,93,SD Kanisius Kembaran
818,211.009,Titipan Dana BPJS Kesehatan,35,85390,93,SD Kanisius Kembaran
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,132987,93,SD Kanisius Kembaran
812,212.001,Titipan Dana Kesehatan,35,203177,93,SD Kanisius Kembaran
816,211.007,Titipan Iuran YADAPEN,35,148999,93,SD Kanisius Kembaran
1385,211.003.20,Titipan Lain-Lain,47,20000,93,SD Kanisius Kembaran
1371,212.002,Titipan SP,47,1807222,93,SD Kanisius Kembaran
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5045321,109,SD Kanisius Kenteng
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5600016,109,SD Kanisius Kenteng
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,109,SD Kanisius Kenteng
1348,5.1.1.02,Iuran BPJS Kesehatan,36,492630,109,SD Kanisius Kenteng
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,187216,109,SD Kanisius Kenteng
1362,5.1.1.01,Iuran Pensiun Yadapen,36,153148,109,SD Kanisius Kenteng
818,211.009,Titipan Dana BPJS Kesehatan,35,123155,109,SD Kanisius Kenteng
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,88310,109,SD Kanisius Kenteng
1376,211.003.09,Titipan Dana Kegiatan,47,200000,109,SD Kanisius Kenteng
812,212.001,Titipan Dana Kesehatan,35,120906,109,SD Kanisius Kenteng
816,211.007,Titipan Iuran YADAPEN,35,88666,109,SD Kanisius Kenteng
1385,211.003.20,Titipan Lain-Lain,47,20000,109,SD Kanisius Kenteng
1371,212.002,Titipan SP,47,4367360,109,SD Kanisius Kenteng
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5876507,75,SD Kanisius Kintelan I
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5185146,75,SD Kanisius Kintelan I
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,75,SD Kanisius Kintelan I
1348,5.1.1.02,Iuran BPJS Kesehatan,36,185982,75,SD Kanisius Kintelan I
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,317109,75,SD Kanisius Kintelan I
1362,5.1.1.01,Iuran Pensiun Yadapen,36,261305,75,SD Kanisius Kintelan I
818,211.009,Titipan Dana BPJS Kesehatan,35,46496,75,SD Kanisius Kintelan I
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,149580,75,SD Kanisius Kintelan I
812,212.001,Titipan Dana Kesehatan,35,206293,75,SD Kanisius Kintelan I
816,211.007,Titipan Iuran YADAPEN,35,151284,75,SD Kanisius Kintelan I
1385,211.003.20,Titipan Lain-Lain,47,20000,75,SD Kanisius Kintelan I
1371,212.002,Titipan SP,47,1050834,75,SD Kanisius Kintelan I
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8772865,119,SD Kanisius Klepu
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,9800095,119,SD Kanisius Klepu
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,119,SD Kanisius Klepu
1348,5.1.1.02,Iuran BPJS Kesehatan,36,269733,119,SD Kanisius Klepu
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,267881,119,SD Kanisius Klepu
1362,5.1.1.01,Iuran Pensiun Yadapen,36,260786,119,SD Kanisius Klepu
818,211.009,Titipan Dana BPJS Kesehatan,35,67433,119,SD Kanisius Klepu
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,126360,119,SD Kanisius Klepu
1376,211.003.09,Titipan Dana Kegiatan,47,200000,119,SD Kanisius Klepu
812,212.001,Titipan Dana Kesehatan,17,896000,119,SD Kanisius Klepu
812,212.001,Titipan Dana Kesehatan,35,205884,119,SD Kanisius Klepu
816,211.007,Titipan Iuran YADAPEN,35,150983,119,SD Kanisius Klepu
1385,211.003.20,Titipan Lain-Lain,47,20000,119,SD Kanisius Klepu
1371,212.002,Titipan SP,47,3679722,119,SD Kanisius Klepu
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8355649,77,SD Kanisius Kotabaru
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5600144,77,SD Kanisius Kotabaru
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2556631,77,SD Kanisius Kotabaru
1348,5.1.1.02,Iuran BPJS Kesehatan,36,650937,77,SD Kanisius Kotabaru
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,422812,77,SD Kanisius Kotabaru
1362,5.1.1.01,Iuran Pensiun Yadapen,36,331435,77,SD Kanisius Kotabaru
818,211.009,Titipan Dana BPJS Kesehatan,35,162736,77,SD Kanisius Kotabaru
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,199440,77,SD Kanisius Kotabaru
1376,211.003.09,Titipan Dana Kegiatan,47,200000,77,SD Kanisius Kotabaru
812,212.001,Titipan Dana Kesehatan,35,261659,77,SD Kanisius Kotabaru
816,211.007,Titipan Iuran YADAPEN,35,191889,77,SD Kanisius Kotabaru
1385,211.003.20,Titipan Lain-Lain,47,20000,77,SD Kanisius Kotabaru
1371,212.002,Titipan SP,47,1781666,77,SD Kanisius Kotabaru
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5870730,79,SD Kanisius Kumendaman
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,7000000,79,SD Kanisius Kumendaman
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,79,SD Kanisius Kumendaman
1348,5.1.1.02,Iuran BPJS Kesehatan,36,185982,79,SD Kanisius Kumendaman
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,211406,79,SD Kanisius Kumendaman
1362,5.1.1.01,Iuran Pensiun Yadapen,36,181093,79,SD Kanisius Kumendaman
818,211.009,Titipan Dana BPJS Kesehatan,35,46496,79,SD Kanisius Kumendaman
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,99720,79,SD Kanisius Kumendaman
812,212.001,Titipan Dana Kesehatan,35,142968,79,SD Kanisius Kumendaman
816,211.007,Titipan Iuran YADAPEN,35,104846,79,SD Kanisius Kumendaman
1385,211.003.20,Titipan Lain-Lain,47,20000,79,SD Kanisius Kumendaman
1371,212.002,Titipan SP,47,600000,79,SD Kanisius Kumendaman
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2510311,126,SD Kanisius Minggir
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5825000,126,SD Kanisius Minggir
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2357059,126,SD Kanisius Minggir
1348,5.1.1.02,Iuran BPJS Kesehatan,36,172762,126,SD Kanisius Minggir
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,196394,126,SD Kanisius Minggir
1362,5.1.1.01,Iuran Pensiun Yadapen,36,156265,126,SD Kanisius Minggir
818,211.009,Titipan Dana BPJS Kesehatan,35,43190,126,SD Kanisius Minggir
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,92640,126,SD Kanisius Minggir
1376,211.003.09,Titipan Dana Kegiatan,47,300000,126,SD Kanisius Minggir
812,212.001,Titipan Dana Kesehatan,35,123368,126,SD Kanisius Minggir
