norek,kdrek,ket,jenis,nilai,nocabang,namacabang
1348,5.1.1.02,Iuran BPJS Kesehatan,36,778548,18,SD Kanisius Lamper Tengah
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,825264,18,SD Kanisius Lamper Tengah
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,389274,18,SD Kanisius Lamper Tengah
816,211.007,Titipan Iuran YADAPEN,35,302775,18,SD Kanisius Lamper Tengah
818,211.009,Titipan Dana BPJS Kesehatan,35,194640,18,SD Kanisius Lamper Tengah
815,211.006,Titipan Dana Sosial (IDS),35,17500,18,SD Kanisius Lamper Tengah
1371,212.002,Titipan SP,47,2791700,18,SD Kanisius Lamper Tengah
812,212.001,Titipan Dana Kesehatan,35,412869,18,SD Kanisius Lamper Tengah
817,211.008,Titipan Top Up Yadapen,35,250000,18,SD Kanisius Lamper Tengah
1385,211.003.20,Titipan Lain - lain,47,653000,18,SD Kanisius Lamper Tengah
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5254213,19,KB-TK Kanisius Tlogosari Kulon
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2406562,19,KB-TK Kanisius Tlogosari Kulon
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,6850000,19,KB-TK Kanisius Tlogosari Kulon
1362,5.1.1.01,Iuran Pensiun Yadapen,36,238832,19,KB-TK Kanisius Tlogosari Kulon
1348,5.1.1.02,Iuran BPJS Kesehatan,36,648790,19,KB-TK Kanisius Tlogosari Kulon
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,412632,19,KB-TK Kanisius Tlogosari Kulon
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,194637,19,KB-TK Kanisius Tlogosari Kulon
816,211.007,Titipan Iuran YADAPEN,35,138274,19,KB-TK Kanisius Tlogosari Kulon
818,211.009,Titipan Dana BPJS Kesehatan,35,162200,19,KB-TK Kanisius Tlogosari Kulon
815,211.006,Titipan Dana Sosial (IDS),35,17500,19,KB-TK Kanisius Tlogosari Kulon
1371,212.002,Titipan SP,47,815000,19,KB-TK Kanisius Tlogosari Kulon
812,212.001,Titipan Dana Kesehatan,35,188552,19,KB-TK Kanisius Tlogosari Kulon
1377,212.003,Titipan Tabungan Tangkas ,47,50000,19,KB-TK Kanisius Tlogosari Kulon
1385,211.003.20,Titipan Lain - lain,47,195000,19,KB-TK Kanisius Tlogosari Kulon
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,24900110,20,SD Kanisius Tlogosari Kulon
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1739200,20,SD Kanisius Tlogosari Kulon
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,16100000,20,SD Kanisius Tlogosari Kulon
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,2700000,20,SD Kanisius Tlogosari Kulon
1362,5.1.1.01,Iuran Pensiun Yadapen,36,846045,20,SD Kanisius Tlogosari Kulon
1348,5.1.1.02,Iuran BPJS Kesehatan,36,1557096,20,SD Kanisius Tlogosari Kulon
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1375440,20,SD Kanisius Tlogosari Kulon
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,648790,20,SD Kanisius Tlogosari Kulon
816,211.007,Titipan Iuran YADAPEN,35,489823,20,SD Kanisius Tlogosari Kulon
818,211.009,Titipan Dana BPJS Kesehatan,35,389280,20,SD Kanisius Tlogosari Kulon
815,211.006,Titipan Dana Sosial (IDS),35,52500,20,SD Kanisius Tlogosari Kulon
1371,212.002,Titipan SP,47,4927200,20,SD Kanisius Tlogosari Kulon
1371,212.002,Titipan SP,17,30000000,20,SD Kanisius Tlogosari Kulon
812,212.001,Titipan Dana Kesehatan,35,667929,20,SD Kanisius Tlogosari Kulon
817,211.008,Titipan Top Up Yadapen,35,350000,20,SD Kanisius Tlogosari Kulon
1385,211.003.20,Titipan Lain - lain,47,685000,20,SD Kanisius Tlogosari Kulon
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,4697163,21,TK Kanisius Beringin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,148656,21,TK Kanisius Beringin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,259516,21,TK Kanisius Beringin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,275088,21,TK Kanisius Beringin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,129758,21,TK Kanisius Beringin
816,211.007,Titipan Iuran YADAPEN,35,86065,21,TK Kanisius Beringin
818,211.009,Titipan Dana BPJS Kesehatan,35,64880,21,TK Kanisius Beringin
815,211.006,Titipan Dana Sosial (IDS),35,5000,21,TK Kanisius Beringin
1371,212.002,Titipan SP,47,516700,21,TK Kanisius Beringin
812,212.001,Titipan Dana Kesehatan,35,117360,21,TK Kanisius Beringin
1377,212.003,Titipan Tabungan Tangkas ,47,150000,21,TK Kanisius Beringin
1385,211.003.20,Titipan Lain - lain,47,130000,21,TK Kanisius Beringin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8741436,22,SD Kanisius Beringin
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2031784,22,SD Kanisius Beringin
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,3600000,22,SD Kanisius Beringin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,342688,22,SD Kanisius Beringin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,519032,22,SD Kanisius Beringin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,550176,22,SD Kanisius Beringin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,259516,22,SD Kanisius Beringin
816,211.007,Titipan Iuran YADAPEN,35,198401,22,SD Kanisius Beringin
818,211.009,Titipan Dana BPJS Kesehatan,35,129760,22,SD Kanisius Beringin
815,211.006,Titipan Dana Sosial (IDS),35,15000,22,SD Kanisius Beringin
1371,212.002,Titipan SP,47,2500000,22,SD Kanisius Beringin
812,212.001,Titipan Dana Kesehatan,35,270543,22,SD Kanisius Beringin
817,211.008,Titipan Top Up Yadapen,35,100000,22,SD Kanisius Beringin
1377,212.003,Titipan Tabungan Tangkas ,47,750000,22,SD Kanisius Beringin
1385,211.003.20,Titipan Lain - lain,47,360000,22,SD Kanisius Beringin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,24076678,23,SMP Kanisius Raden Patah
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5553000,23,SMP Kanisius Raden Patah
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,4100000,23,SMP Kanisius Raden Patah
1362,5.1.1.01,Iuran Pensiun Yadapen,36,736548,23,SMP Kanisius Raden Patah
1348,5.1.1.02,Iuran BPJS Kesehatan,36,879223,23,SMP Kanisius Raden Patah
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,962808,23,SMP Kanisius Raden Patah
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,454153,23,SMP Kanisius Raden Patah
816,211.007,Titipan Iuran YADAPEN,35,426431,23,SMP Kanisius Raden Patah
818,211.009,Titipan Dana BPJS Kesehatan,35,219809,23,SMP Kanisius Raden Patah
812,212.001,Titipan Dana Kesehatan,17,800000,23,SMP Kanisius Raden Patah
815,211.006,Titipan Dana Sosial (IDS),35,32500,23,SMP Kanisius Raden Patah
1371,212.002,Titipan SP,47,1050000,23,SMP Kanisius Raden Patah
1371,212.002,Titipan SP,17,15250000,23,SMP Kanisius Raden Patah
812,212.001,Titipan Dana Kesehatan,35,581485,23,SMP Kanisius Raden Patah
817,211.008,Titipan Top Up Yadapen,35,900000,23,SMP Kanisius Raden Patah
1377,212.003,Titipan Tabungan Tangkas ,17,12800000,23,SMP Kanisius Raden Patah
1385,211.003.20,Titipan Lain - lain,47,555000,23,SMP Kanisius Raden Patah
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,31542040,24,SMP Kanisius Santo Yoris
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,4192184,24,SMP Kanisius Santo Yoris
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,9391000,24,SMP Kanisius Santo Yoris
1362,5.1.1.01,Iuran Pensiun Yadapen,36,1080367,24,SMP Kanisius Santo Yoris
1348,5.1.1.02,Iuran BPJS Kesehatan,36,1381249,24,SMP Kanisius Santo Yoris
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1505199,24,SMP Kanisius Santo Yoris
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,709997,24,SMP Kanisius Santo Yoris
816,211.007,Titipan Iuran YADAPEN,35,625488,24,SMP Kanisius Santo Yoris
818,211.009,Titipan Dana BPJS Kesehatan,35,345317,24,SMP Kanisius Santo Yoris
812,212.001,Titipan Dana Kesehatan,17,361500,24,SMP Kanisius Santo Yoris
815,211.006,Titipan Dana Sosial (IDS),35,40000,24,SMP Kanisius Santo Yoris
1371,212.002,Titipan SP,47,3280000,24,SMP Kanisius Santo Yoris
812,212.001,Titipan Dana Kesehatan,35,852922,24,SMP Kanisius Santo Yoris
817,211.008,Titipan Top Up Yadapen,35,300000,24,SMP Kanisius Santo Yoris
1385,211.003.20,Titipan Lain - lain,47,1315000,24,SMP Kanisius Santo Yoris
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2718400,25,TK Kanisius Weleri
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1600000,25,TK Kanisius Weleri
1362,5.1.1.01,Iuran Pensiun Yadapen,36,85439,25,TK Kanisius Weleri
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,110815,25,TK Kanisius Weleri
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,52271,25,TK Kanisius Weleri
816,211.007,Titipan Iuran YADAPEN,35,49465,25,TK Kanisius Weleri
815,211.006,Titipan Dana Sosial (IDS),35,5000,25,TK Kanisius Weleri
812,212.001,Titipan Dana Kesehatan,35,67452,25,TK Kanisius Weleri
817,211.008,Titipan Top Up Yadapen,35,100000,25,TK Kanisius Weleri
1385,211.003.20,Titipan Lain - lain,47,65000,25,TK Kanisius Weleri
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,11916467,26,SD Kanisius Weleri
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2050084,26,SD Kanisius Weleri
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,4550000,26,SD Kanisius Weleri
1362,5.1.1.01,Iuran Pensiun Yadapen,36,439701,26,SD Kanisius Weleri
1348,5.1.1.02,Iuran BPJS Kesehatan,36,523616,26,SD Kanisius Weleri
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,554075,26,SD Kanisius Weleri
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,261355,26,SD Kanisius Weleri
816,211.007,Titipan Iuran YADAPEN,35,254570,26,SD Kanisius Weleri
818,211.009,Titipan Dana BPJS Kesehatan,35,130905,26,SD Kanisius Weleri
815,211.006,Titipan Dana Sosial (IDS),35,20000,26,SD Kanisius Weleri
812,212.001,Titipan Dana Kesehatan,35,347133,26,SD Kanisius Weleri
817,211.008,Titipan Top Up Yadapen,35,700000,26,SD Kanisius Weleri
1385,211.003.20,Titipan Lain - lain,47,425000,26,SD Kanisius Weleri
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2436582,27,TK Kanisius Sukorejo
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1400000,27,TK Kanisius Sukorejo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,74723,27,TK Kanisius Sukorejo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,110815,27,TK Kanisius Sukorejo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,52271,27,TK Kanisius Sukorejo
816,211.007,Titipan Iuran YADAPEN,35,43261,27,TK Kanisius Sukorejo
815,211.006,Titipan Dana Sosial (IDS),35,5000,27,TK Kanisius Sukorejo
1371,212.002,Titipan SP,47,350000,27,TK Kanisius Sukorejo
812,212.001,Titipan Dana Kesehatan,35,58992,27,TK Kanisius Sukorejo
1385,211.003.20,Titipan Lain - lain,47,65000,27,TK Kanisius Sukorejo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5477900,28,SD Kanisius Sanjaya
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1600000,28,SD Kanisius Sanjaya
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,28,SD Kanisius Sanjaya
1362,5.1.1.01,Iuran Pensiun Yadapen,36,169590,28,SD Kanisius Sanjaya
