norek,kdrek,ket,jenis,nilai,nocabang,namacabang
816,211.007,Titipan Iuran YADAPEN,35,320053,8,SD Kanisius Jatingaleh
818,211.009,Titipan Dana BPJS Kesehatan,35,214221,8,SD Kanisius Jatingaleh
1371,212.002,Titipan SP,47,3895000,8,SD Kanisius Jatingaleh
812,212.001,Titipan Dana Kesehatan,35,436431,8,SD Kanisius Jatingaleh
817,211.008,Titipan Top Up Yadapen,47,300000,8,SD Kanisius Jatingaleh
1385,211.003.20,Titipan Lain - lain,47,100000,8,SD Kanisius Jatingaleh
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2485168,9,TK Kanisius Theresia
1362,5.1.1.01,Iuran Pensiun Yadapen,36,76574,9,TK Kanisius Theresia
1348,5.1.1.02,Iuran BPJS Kesehatan,36,122414,9,TK Kanisius Theresia
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,137544,9,TK Kanisius Theresia
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,64879,9,TK Kanisius Theresia
816,211.007,Titipan Iuran YADAPEN,35,44333,9,TK Kanisius Theresia
818,211.009,Titipan Dana BPJS Kesehatan,35,30603,9,TK Kanisius Theresia
812,212.001,Titipan Dana Kesehatan,35,60453,9,TK Kanisius Theresia
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,9193354,10,SD Kanisius Kobong
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2230196,10,SD Kanisius Kobong
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5050006,10,SD Kanisius Kobong
1362,5.1.1.01,Iuran Pensiun Yadapen,36,359991,10,SD Kanisius Kobong
1348,5.1.1.02,Iuran BPJS Kesehatan,36,734484,10,SD Kanisius Kobong
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,550176,10,SD Kanisius Kobong
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,259516,10,SD Kanisius Kobong
816,211.007,Titipan Iuran YADAPEN,35,208419,10,SD Kanisius Kobong
818,211.009,Titipan Dana BPJS Kesehatan,35,183618,10,SD Kanisius Kobong
1371,212.002,Titipan SP,47,6060300,10,SD Kanisius Kobong
1371,212.002,Titipan SP,17,30000000,10,SD Kanisius Kobong
812,212.001,Titipan Dana Kesehatan,35,284203,10,SD Kanisius Kobong
817,211.008,Titipan Top Up Yadapen,47,300000,10,SD Kanisius Kobong
1385,211.003.20,Titipan Lain - lain,47,100000,10,SD Kanisius Kobong
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,10819958,11,KB-TK Kanisius Kurmosari
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,6300000,11,KB-TK Kanisius Kurmosari
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,11,KB-TK Kanisius Kurmosari
1362,5.1.1.01,Iuran Pensiun Yadapen,36,340848,11,KB-TK Kanisius Kurmosari
1348,5.1.1.02,Iuran BPJS Kesehatan,36,612070,11,KB-TK Kanisius Kurmosari
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,550176,11,KB-TK Kanisius Kurmosari
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,259516,11,KB-TK Kanisius Kurmosari
816,211.007,Titipan Iuran YADAPEN,35,197335,11,KB-TK Kanisius Kurmosari
818,211.009,Titipan Dana BPJS Kesehatan,35,153015,11,KB-TK Kanisius Kurmosari
812,212.001,Titipan Dana Kesehatan,35,269091,11,KB-TK Kanisius Kurmosari
817,211.008,Titipan Top Up Yadapen,47,200000,11,KB-TK Kanisius Kurmosari
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,35171642,12,SD Kanisius Kurmosari
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,5877984,12,SD Kanisius Kurmosari
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,8950000,12,SD Kanisius Kurmosari
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1400000,12,SD Kanisius Kurmosari
1362,5.1.1.01,Iuran Pensiun Yadapen,36,1322921,12,SD Kanisius Kurmosari
1348,5.1.1.02,Iuran BPJS Kesehatan,36,1713796,12,SD Kanisius Kurmosari
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,2200704,12,SD Kanisius Kurmosari
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,1038064,12,SD Kanisius Kurmosari
816,211.007,Titipan Iuran YADAPEN,35,765911,12,SD Kanisius Kurmosari
818,211.009,Titipan Dana BPJS Kesehatan,35,428442,12,SD Kanisius Kurmosari
1371,212.002,Titipan SP,47,5636000,12,SD Kanisius Kurmosari
812,212.001,Titipan Dana Kesehatan,35,1044410,12,SD Kanisius Kurmosari
817,211.008,Titipan Top Up Yadapen,47,550000,12,SD Kanisius Kurmosari
1377,212.003,Titipan Tabungan Tangkas ,47,100000,12,SD Kanisius Kurmosari
1385,211.003.20,Titipan Lain - lain,47,100000,12,SD Kanisius Kurmosari
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2718500,13,TK Kanisius Pekunden
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1750000,13,TK Kanisius Pekunden
1362,5.1.1.01,Iuran Pensiun Yadapen,36,85439,13,TK Kanisius Pekunden
1348,5.1.1.02,Iuran BPJS Kesehatan,36,122414,13,TK Kanisius Pekunden
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,137544,13,TK Kanisius Pekunden
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,64879,13,TK Kanisius Pekunden
816,211.007,Titipan Iuran YADAPEN,35,49465,13,TK Kanisius Pekunden
818,211.009,Titipan Dana BPJS Kesehatan,35,30603,13,TK Kanisius Pekunden
812,212.001,Titipan Dana Kesehatan,17,390800,13,TK Kanisius Pekunden
812,212.001,Titipan Dana Kesehatan,35,67452,13,TK Kanisius Pekunden
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,15111801,14,SD Kanisius Pekunden
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1869410,14,SD Kanisius Pekunden
1362,5.1.1.01,Iuran Pensiun Yadapen,36,538303,14,SD Kanisius Pekunden
1348,5.1.1.02,Iuran BPJS Kesehatan,36,589952,14,SD Kanisius Pekunden
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,807925,14,SD Kanisius Pekunden
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,381095,14,SD Kanisius Pekunden
816,211.007,Titipan Iuran YADAPEN,35,311656,14,SD Kanisius Pekunden
818,211.009,Titipan Dana BPJS Kesehatan,35,147486,14,SD Kanisius Pekunden
812,212.001,Titipan Dana Kesehatan,17,1080000,14,SD Kanisius Pekunden
1371,212.002,Titipan SP,47,6980000,14,SD Kanisius Pekunden
1371,212.002,Titipan SP,17,30000000,14,SD Kanisius Pekunden
812,212.001,Titipan Dana Kesehatan,35,424975,14,SD Kanisius Pekunden
817,211.008,Titipan Top Up Yadapen,47,175000,14,SD Kanisius Pekunden
1377,212.003,Titipan Tabungan Tangkas ,47,200000,14,SD Kanisius Pekunden
1385,211.003.20,Titipan Lain - lain,47,581575,14,SD Kanisius Pekunden
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2535674,15,TK Kanisius Hasanudin
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1500000,15,TK Kanisius Hasanudin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,78493,15,TK Kanisius Hasanudin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,100332,15,TK Kanisius Hasanudin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,137544,15,TK Kanisius Hasanudin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,64879,15,TK Kanisius Hasanudin
816,211.007,Titipan Iuran YADAPEN,35,45444,15,TK Kanisius Hasanudin
818,211.009,Titipan Dana BPJS Kesehatan,35,25083,15,TK Kanisius Hasanudin
812,212.001,Titipan Dana Kesehatan,17,800000,15,TK Kanisius Hasanudin
1371,212.002,Titipan SP,47,600000,15,TK Kanisius Hasanudin
812,212.001,Titipan Dana Kesehatan,35,61968,15,TK Kanisius Hasanudin
817,211.008,Titipan Top Up Yadapen,47,200000,15,TK Kanisius Hasanudin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,14038962,16,SD Kanisius Hasanudin
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1977760,16,SD Kanisius Hasanudin
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1750000,16,SD Kanisius Hasanudin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,520082,16,SD Kanisius Hasanudin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,489656,16,SD Kanisius Hasanudin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,792914,16,SD Kanisius Hasanudin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,374015,16,SD Kanisius Hasanudin
816,211.007,Titipan Iuran YADAPEN,35,301104,16,SD Kanisius Hasanudin
818,211.009,Titipan Dana BPJS Kesehatan,35,122412,16,SD Kanisius Hasanudin
812,212.001,Titipan Dana Kesehatan,17,2560000,16,SD Kanisius Hasanudin
1371,212.002,Titipan SP,47,2994400,16,SD Kanisius Hasanudin
812,212.001,Titipan Dana Kesehatan,35,410591,16,SD Kanisius Hasanudin
817,211.008,Titipan Top Up Yadapen,47,950000,16,SD Kanisius Hasanudin
1377,212.003,Titipan Tabungan Tangkas ,47,50000,16,SD Kanisius Hasanudin
1385,211.003.20,Titipan Lain - lain,47,100000,16,SD Kanisius Hasanudin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2436435,17,TK Kanisius Lamper Tengah
1362,5.1.1.01,Iuran Pensiun Yadapen,36,74723,17,TK Kanisius Lamper Tengah
1348,5.1.1.02,Iuran BPJS Kesehatan,36,122414,17,TK Kanisius Lamper Tengah
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,137544,17,TK Kanisius Lamper Tengah
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,64879,17,TK Kanisius Lamper Tengah
816,211.007,Titipan Iuran YADAPEN,35,43261,17,TK Kanisius Lamper Tengah
818,211.009,Titipan Dana BPJS Kesehatan,35,30603,17,TK Kanisius Lamper Tengah
812,212.001,Titipan Dana Kesehatan,35,58992,17,TK Kanisius Lamper Tengah
1385,211.003.20,Titipan Lain - lain,47,96000,17,TK Kanisius Lamper Tengah
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,14038430,18,SD Kanisius Lamper Tengah
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2309206,18,SD Kanisius Lamper Tengah
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,3550000,18,SD Kanisius Lamper Tengah
1362,5.1.1.01,Iuran Pensiun Yadapen,36,522968,18,SD Kanisius Lamper Tengah
1348,5.1.1.02,Iuran BPJS Kesehatan,36,734484,18,SD Kanisius Lamper Tengah
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,825264,18,SD Kanisius Lamper Tengah
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,389274,18,SD Kanisius Lamper Tengah
816,211.007,Titipan Iuran YADAPEN,35,302775,18,SD Kanisius Lamper Tengah
818,211.009,Titipan Dana BPJS Kesehatan,35,183618,18,SD Kanisius Lamper Tengah
1371,212.002,Titipan SP,47,2791700,18,SD Kanisius Lamper Tengah
812,212.001,Titipan Dana Kesehatan,35,412869,18,SD Kanisius Lamper Tengah
817,211.008,Titipan Top Up Yadapen,47,250000,18,SD Kanisius Lamper Tengah
1385,211.003.20,Titipan Lain - lain,47,1007500,18,SD Kanisius Lamper Tengah
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5253716,19,KB-TK Kanisius Tlogosari Kulon
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2406562,19,KB-TK Kanisius Tlogosari Kulon
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,6850000,19,KB-TK Kanisius Tlogosari Kulon
1362,5.1.1.01,Iuran Pensiun Yadapen,36,238832,19,KB-TK Kanisius Tlogosari Kulon
1348,5.1.1.02,Iuran BPJS Kesehatan,36,612070,19,KB-TK Kanisius Tlogosari Kulon
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,412632,19,KB-TK Kanisius Tlogosari Kulon
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,194637,19,KB-TK Kanisius Tlogosari Kulon
816,211.007,Titipan Iuran YADAPEN,35,138274,19,KB-TK Kanisius Tlogosari Kulon
818,211.009,Titipan Dana BPJS Kesehatan,35,153015,19,KB-TK Kanisius Tlogosari Kulon
1371,212.002,Titipan SP,47,815000,19,KB-TK Kanisius Tlogosari Kulon
812,212.001,Titipan Dana Kesehatan,35,188552,19,KB-TK Kanisius Tlogosari Kulon
1377,212.003,Titipan Tabungan Tangkas ,47,50000,19,KB-TK Kanisius Tlogosari Kulon
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,28360089,20,SD Kanisius Tlogosari Kulon
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1739200,20,SD Kanisius Tlogosari Kulon
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,16100000,20,SD Kanisius Tlogosari Kulon
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1400000,20,SD Kanisius Tlogosari Kulon
1362,5.1.1.01,Iuran Pensiun Yadapen,36,959643,20,SD Kanisius Tlogosari Kulon
1348,5.1.1.02,Iuran BPJS Kesehatan,36,1591382,20,SD Kanisius Tlogosari Kulon
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1650528,20,SD Kanisius Tlogosari Kulon
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,778548,20,SD Kanisius Tlogosari Kulon
816,211.007,Titipan Iuran YADAPEN,35,555590,20,SD Kanisius Tlogosari Kulon
818,211.009,Titipan Dana BPJS Kesehatan,35,397839,20,SD Kanisius Tlogosari Kulon
812,212.001,Titipan Dana Kesehatan,17,339600,20,SD Kanisius Tlogosari Kulon
1371,212.002,Titipan SP,47,2781700,20,SD Kanisius Tlogosari Kulon
1371,212.002,Titipan SP,17,10000000,20,SD Kanisius Tlogosari Kulon
812,212.001,Titipan Dana Kesehatan,35,757612,20,SD Kanisius Tlogosari Kulon
817,211.008,Titipan Top Up Yadapen,47,350000,20,SD Kanisius Tlogosari Kulon
1385,211.003.20,Titipan Lain - lain,47,100000,20,SD Kanisius Tlogosari Kulon
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,4697089,21,TK Kanisius Beringin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,148656,21,TK Kanisius Beringin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,244828,21,TK Kanisius Beringin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,275088,21,TK Kanisius Beringin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,129758,21,TK Kanisius Beringin
816,211.007,Titipan Iuran YADAPEN,35,86065,21,TK Kanisius Beringin
818,211.009,Titipan Dana BPJS Kesehatan,35,61206,21,TK Kanisius Beringin
1371,212.002,Titipan SP,47,516700,21,TK Kanisius Beringin
812,212.001,Titipan Dana Kesehatan,35,117360,21,TK Kanisius Beringin
1377,212.003,Titipan Tabungan Tangkas ,47,50000,21,TK Kanisius Beringin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8741588,22,SD Kanisius Beringin
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2031784,22,SD Kanisius Beringin
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,3600000,22,SD Kanisius Beringin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,342688,22,SD Kanisius Beringin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,489656,22,SD Kanisius Beringin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,550176,22,SD Kanisius Beringin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,259516,22,SD Kanisius Beringin
816,211.007,Titipan Iuran YADAPEN,35,198401,22,SD Kanisius Beringin
818,211.009,Titipan Dana BPJS Kesehatan,35,122412,22,SD Kanisius Beringin
1371,212.002,Titipan SP,47,2500000,22,SD Kanisius Beringin
812,212.001,Titipan Dana Kesehatan,35,270543,22,SD Kanisius Beringin
817,211.008,Titipan Top Up Yadapen,47,100000,22,SD Kanisius Beringin
1377,212.003,Titipan Tabungan Tangkas ,47,650000,22,SD Kanisius Beringin
1385,211.003.20,Titipan Lain - lain,47,100000,22,SD Kanisius Beringin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,27609275,23,SMP Kanisius Raden Patah
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5502000,23,SMP Kanisius Raden Patah
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,4100000,23,SMP Kanisius Raden Patah
1362,5.1.1.01,Iuran Pensiun Yadapen,36,862538,23,SMP Kanisius Raden Patah
1348,5.1.1.02,Iuran BPJS Kesehatan,36,954491,23,SMP Kanisius Raden Patah
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1100352,23,SMP Kanisius Raden Patah
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,519032,23,SMP Kanisius Raden Patah
816,211.007,Titipan Iuran YADAPEN,35,499374,23,SMP Kanisius Raden Patah
818,211.009,Titipan Dana BPJS Kesehatan,35,238619,23,SMP Kanisius Raden Patah
1371,212.002,Titipan SP,47,1050000,23,SMP Kanisius Raden Patah
812,212.001,Titipan Dana Kesehatan,35,680950,23,SMP Kanisius Raden Patah
817,211.008,Titipan Top Up Yadapen,47,900000,23,SMP Kanisius Raden Patah
1377,212.003,Titipan Tabungan Tangkas ,47,200000,23,SMP Kanisius Raden Patah
1385,211.003.20,Titipan Lain - lain,47,100000,23,SMP Kanisius Raden Patah
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,31542036,24,SMP Kanisius Santo Yoris
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,4192184,24,SMP Kanisius Santo Yoris
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,9391000,24,SMP Kanisius Santo Yoris
1362,5.1.1.01,Iuran Pensiun Yadapen,36,1080367,24,SMP Kanisius Santo Yoris
1348,5.1.1.02,Iuran BPJS Kesehatan,36,1312071,24,SMP Kanisius Santo Yoris
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1505199,24,SMP Kanisius Santo Yoris
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,709997,24,SMP Kanisius Santo Yoris
816,211.007,Titipan Iuran YADAPEN,35,625488,24,SMP Kanisius Santo Yoris
818,211.009,Titipan Dana BPJS Kesehatan,35,328013,24,SMP Kanisius Santo Yoris
812,212.001,Titipan Dana Kesehatan,17,526700,24,SMP Kanisius Santo Yoris
1371,212.002,Titipan SP,47,3280000,24,SMP Kanisius Santo Yoris
812,212.001,Titipan Dana Kesehatan,35,852922,24,SMP Kanisius Santo Yoris
817,211.008,Titipan Top Up Yadapen,47,300000,24,SMP Kanisius Santo Yoris
1385,211.003.20,Titipan Lain - lain,47,600000,24,SMP Kanisius Santo Yoris
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2718488,25,TK Kanisius Weleri
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1600000,25,TK Kanisius Weleri
1362,5.1.1.01,Iuran Pensiun Yadapen,36,85439,25,TK Kanisius Weleri
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,110815,25,TK Kanisius Weleri
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,52271,25,TK Kanisius Weleri
816,211.007,Titipan Iuran YADAPEN,35,49465,25,TK Kanisius Weleri
812,212.001,Titipan Dana Kesehatan,35,67452,25,TK Kanisius Weleri
817,211.008,Titipan Top Up Yadapen,47,100000,25,TK Kanisius Weleri
1385,211.003.20,Titipan Lain - lain,47,204000,25,TK Kanisius Weleri
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,11916367,26,SD Kanisius Weleri
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2050084,26,SD Kanisius Weleri
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,4500000,26,SD Kanisius Weleri
1362,5.1.1.01,Iuran Pensiun Yadapen,36,439701,26,SD Kanisius Weleri
1348,5.1.1.02,Iuran BPJS Kesehatan,36,506772,26,SD Kanisius Weleri
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,554075,26,SD Kanisius Weleri
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,261355,26,SD Kanisius Weleri
816,211.007,Titipan Iuran YADAPEN,35,254570,26,SD Kanisius Weleri
818,211.009,Titipan Dana BPJS Kesehatan,35,126693,26,SD Kanisius Weleri
812,212.001,Titipan Dana Kesehatan,17,3697600,26,SD Kanisius Weleri
812,212.001,Titipan Dana Kesehatan,35,347133,26,SD Kanisius Weleri
817,211.008,Titipan Top Up Yadapen,47,700000,26,SD Kanisius Weleri
1385,211.003.20,Titipan Lain - lain,47,916000,26,SD Kanisius Weleri
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2436424,27,TK Kanisius Sukorejo
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1400000,27,TK Kanisius Sukorejo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,74723,27,TK Kanisius Sukorejo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,110815,27,TK Kanisius Sukorejo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,52271,27,TK Kanisius Sukorejo
816,211.007,Titipan Iuran YADAPEN,35,43261,27,TK Kanisius Sukorejo
1371,212.002,Titipan SP,47,2000000,27,TK Kanisius Sukorejo
1371,212.002,Titipan SP,17,10000000,27,TK Kanisius Sukorejo
812,212.001,Titipan Dana Kesehatan,35,58992,27,TK Kanisius Sukorejo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5478146,28,SD Kanisius Sanjaya
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1600000,28,SD Kanisius Sanjaya
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300000,28,SD Kanisius Sanjaya
1362,5.1.1.01,Iuran Pensiun Yadapen,36,169590,28,SD Kanisius Sanjaya
1348,5.1.1.02,Iuran BPJS Kesehatan,36,300996,28,SD Kanisius Sanjaya
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,221630,28,SD Kanisius Sanjaya
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,104542,28,SD Kanisius Sanjaya
816,211.007,Titipan Iuran YADAPEN,35,98185,28,SD Kanisius Sanjaya
818,211.009,Titipan Dana BPJS Kesehatan,35,100332,28,SD Kanisius Sanjaya
1371,212.002,Titipan SP,47,1895000,28,SD Kanisius Sanjaya
812,212.001,Titipan Dana Kesehatan,35,133887,28,SD Kanisius Sanjaya
817,211.008,Titipan Top Up Yadapen,47,200000,28,SD Kanisius Sanjaya
1385,211.003.20,Titipan Lain - lain,47,100000,28,SD Kanisius Sanjaya
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,13670473,29,SMP Kanisius Sukorejo
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,4075776,29,SMP Kanisius Sukorejo
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,6400000,29,SMP Kanisius Sukorejo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,560462,29,SMP Kanisius Sukorejo
1348,5.1.1.02,Iuran BPJS Kesehatan,36,622937,29,SMP Kanisius Sukorejo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,653304,29,SMP Kanisius Sukorejo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,308161,29,SMP Kanisius Sukorejo
816,211.007,Titipan Iuran YADAPEN,35,324484,29,SMP Kanisius Sukorejo
818,211.009,Titipan Dana BPJS Kesehatan,35,155734,29,SMP Kanisius Sukorejo
812,212.001,Titipan Dana Kesehatan,17,136000,29,SMP Kanisius Sukorejo
1371,212.002,Titipan SP,47,2880000,29,SMP Kanisius Sukorejo
1371,212.002,Titipan SP,17,5000000,29,SMP Kanisius Sukorejo
812,212.001,Titipan Dana Kesehatan,35,442470,29,SMP Kanisius Sukorejo
817,211.008,Titipan Top Up Yadapen,47,500000,29,SMP Kanisius Sukorejo
1377,212.003,Titipan Tabungan Tangkas ,47,400000,29,SMP Kanisius Sukorejo
1385,211.003.20,Titipan Lain - lain,47,100000,29,SMP Kanisius Sukorejo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,17096595,30,SMP Kanisius Weleri
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1969258,30,SMP Kanisius Weleri
