norek,kdrek,ket,jenis,nilai,nocabang,namacabang
1362,5.1.1.01,Iuran Pensiun Yadapen,36,85439,13,TK Kanisius Pekunden
1348,5.1.1.02,Iuran BPJS Kesehatan,36,129758,13,TK Kanisius Pekunden
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,137544,13,TK Kanisius Pekunden
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,64879,13,TK Kanisius Pekunden
816,211.007,Titipan Iuran YADAPEN,35,49465,13,TK Kanisius Pekunden
818,211.009,Titipan Dana BPJS Kesehatan,35,32440,13,TK Kanisius Pekunden
815,211.006,Titipan Dana Sosial (IDS),35,10000,13,TK Kanisius Pekunden
1371,212.002,Titipan SP,47,466700,13,TK Kanisius Pekunden
812,212.001,Titipan Dana Kesehatan,35,67452,13,TK Kanisius Pekunden
1385,211.003.20,Titipan Lain - lain,47,65000,13,TK Kanisius Pekunden
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,12774745,14,SD Kanisius Pekunden
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1869410,14,SD Kanisius Pekunden
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1800000,14,SD Kanisius Pekunden
1362,5.1.1.01,Iuran Pensiun Yadapen,36,459926,14,SD Kanisius Pekunden
1348,5.1.1.02,Iuran BPJS Kesehatan,36,493045,14,SD Kanisius Pekunden
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,670381,14,SD Kanisius Pekunden
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,316216,14,SD Kanisius Pekunden
816,211.007,Titipan Iuran YADAPEN,35,266278,14,SD Kanisius Pekunden
818,211.009,Titipan Dana BPJS Kesehatan,35,123263,14,SD Kanisius Pekunden
815,211.006,Titipan Dana Sosial (IDS),35,30000,14,SD Kanisius Pekunden
1371,212.002,Titipan SP,47,4100000,14,SD Kanisius Pekunden
812,212.001,Titipan Dana Kesehatan,35,363098,14,SD Kanisius Pekunden
817,211.008,Titipan Top Up Yadapen,35,150000,14,SD Kanisius Pekunden
1385,211.003.20,Titipan Lain - lain,47,776575,14,SD Kanisius Pekunden
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2741219,15,TK Kanisius Hasanudin
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1500000,15,TK Kanisius Hasanudin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,83383,15,TK Kanisius Hasanudin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,104543,15,TK Kanisius Hasanudin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,137544,15,TK Kanisius Hasanudin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,64879,15,TK Kanisius Hasanudin
816,211.007,Titipan Iuran YADAPEN,35,48275,15,TK Kanisius Hasanudin
818,211.009,Titipan Dana BPJS Kesehatan,35,26136,15,TK Kanisius Hasanudin
815,211.006,Titipan Dana Sosial (IDS),35,10000,15,TK Kanisius Hasanudin
1371,212.002,Titipan SP,47,600000,15,TK Kanisius Hasanudin
812,212.001,Titipan Dana Kesehatan,35,65829,15,TK Kanisius Hasanudin
817,211.008,Titipan Top Up Yadapen,35,200000,15,TK Kanisius Hasanudin
1385,211.003.20,Titipan Lain - lain,47,565000,15,TK Kanisius Hasanudin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,14038910,16,SD Kanisius Hasanudin
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1977760,16,SD Kanisius Hasanudin
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1750000,16,SD Kanisius Hasanudin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,520082,16,SD Kanisius Hasanudin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,519032,16,SD Kanisius Hasanudin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,792914,16,SD Kanisius Hasanudin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,374015,16,SD Kanisius Hasanudin
816,211.007,Titipan Iuran YADAPEN,35,301104,16,SD Kanisius Hasanudin
818,211.009,Titipan Dana BPJS Kesehatan,35,129760,16,SD Kanisius Hasanudin
815,211.006,Titipan Dana Sosial (IDS),35,35000,16,SD Kanisius Hasanudin
1371,212.002,Titipan SP,47,3084400,16,SD Kanisius Hasanudin
812,212.001,Titipan Dana Kesehatan,35,410591,16,SD Kanisius Hasanudin
817,211.008,Titipan Top Up Yadapen,35,950000,16,SD Kanisius Hasanudin
1377,212.003,Titipan Tabungan Tangkas ,47,50000,16,SD Kanisius Hasanudin
1385,211.003.20,Titipan Lain - lain,47,425000,16,SD Kanisius Hasanudin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2436472,17,TK Kanisius Lamper Tengah
1362,5.1.1.01,Iuran Pensiun Yadapen,36,74723,17,TK Kanisius Lamper Tengah
1348,5.1.1.02,Iuran BPJS Kesehatan,36,129758,17,TK Kanisius Lamper Tengah
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,137544,17,TK Kanisius Lamper Tengah
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,64879,17,TK Kanisius Lamper Tengah
816,211.007,Titipan Iuran YADAPEN,35,43261,17,TK Kanisius Lamper Tengah
818,211.009,Titipan Dana BPJS Kesehatan,35,32440,17,TK Kanisius Lamper Tengah
815,211.006,Titipan Dana Sosial (IDS),35,5000,17,TK Kanisius Lamper Tengah
812,212.001,Titipan Dana Kesehatan,35,58992,17,TK Kanisius Lamper Tengah
1385,211.003.20,Titipan Lain - lain,47,65000,17,TK Kanisius Lamper Tengah
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,11280251,18,SD Kanisius Lamper Tengah
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2309206,18,SD Kanisius Lamper Tengah
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1750000,18,SD Kanisius Lamper Tengah
1362,5.1.1.01,Iuran Pensiun Yadapen,36,432220,18,SD Kanisius Lamper Tengah
1348,5.1.1.02,Iuran BPJS Kesehatan,36,648790,18,SD Kanisius Lamper Tengah
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,687720,18,SD Kanisius Lamper Tengah
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,324395,18,SD Kanisius Lamper Tengah
816,211.007,Titipan Iuran YADAPEN,35,250236,18,SD Kanisius Lamper Tengah
818,211.009,Titipan Dana BPJS Kesehatan,35,162200,18,SD Kanisius Lamper Tengah
815,211.006,Titipan Dana Sosial (IDS),35,30000,18,SD Kanisius Lamper Tengah
1371,212.002,Titipan SP,47,3141700,18,SD Kanisius Lamper Tengah
812,212.001,Titipan Dana Kesehatan,35,341226,18,SD Kanisius Lamper Tengah
817,211.008,Titipan Top Up Yadapen,35,200000,18,SD Kanisius Lamper Tengah
1385,211.003.20,Titipan Lain - lain,47,653000,18,SD Kanisius Lamper Tengah
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5253621,19,KB-TK Kanisius Tlogosari Kulon
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2406562,19,KB-TK Kanisius Tlogosari Kulon
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,6850080,19,KB-TK Kanisius Tlogosari Kulon
1362,5.1.1.01,Iuran Pensiun Yadapen,36,238832,19,KB-TK Kanisius Tlogosari Kulon
1348,5.1.1.02,Iuran BPJS Kesehatan,36,648790,19,KB-TK Kanisius Tlogosari Kulon
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,412632,19,KB-TK Kanisius Tlogosari Kulon
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,194637,19,KB-TK Kanisius Tlogosari Kulon
816,211.007,Titipan Iuran YADAPEN,35,138274,19,KB-TK Kanisius Tlogosari Kulon
818,211.009,Titipan Dana BPJS Kesehatan,35,162200,19,KB-TK Kanisius Tlogosari Kulon
815,211.006,Titipan Dana Sosial (IDS),35,35000,19,KB-TK Kanisius Tlogosari Kulon
1371,212.002,Titipan SP,47,815000,19,KB-TK Kanisius Tlogosari Kulon
812,212.001,Titipan Dana Kesehatan,35,188552,19,KB-TK Kanisius Tlogosari Kulon
1377,212.003,Titipan Tabungan Tangkas ,47,50000,19,KB-TK Kanisius Tlogosari Kulon
1385,211.003.20,Titipan Lain - lain,47,695000,19,KB-TK Kanisius Tlogosari Kulon
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,27518978,20,SD Kanisius Tlogosari Kulon
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,1739200,20,SD Kanisius Tlogosari Kulon
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,16100080,20,SD Kanisius Tlogosari Kulon
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,2700000,20,SD Kanisius Tlogosari Kulon
1362,5.1.1.01,Iuran Pensiun Yadapen,36,931484,20,SD Kanisius Tlogosari Kulon
1348,5.1.1.02,Iuran BPJS Kesehatan,36,1686854,20,SD Kanisius Tlogosari Kulon
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1512984,20,SD Kanisius Tlogosari Kulon
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,713669,20,SD Kanisius Tlogosari Kulon
816,211.007,Titipan Iuran YADAPEN,35,539288,20,SD Kanisius Tlogosari Kulon
818,211.009,Titipan Dana BPJS Kesehatan,35,421720,20,SD Kanisius Tlogosari Kulon
815,211.006,Titipan Dana Sosial (IDS),35,110000,20,SD Kanisius Tlogosari Kulon
1371,212.002,Titipan SP,47,4669500,20,SD Kanisius Tlogosari Kulon
812,212.001,Titipan Dana Kesehatan,35,735381,20,SD Kanisius Tlogosari Kulon
817,211.008,Titipan Top Up Yadapen,35,375000,20,SD Kanisius Tlogosari Kulon
1385,211.003.20,Titipan Lain - lain,47,750000,20,SD Kanisius Tlogosari Kulon
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,4745374,21,TK Kanisius Beringin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,150491,21,TK Kanisius Beringin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,259516,21,TK Kanisius Beringin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,275088,21,TK Kanisius Beringin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,129758,21,TK Kanisius Beringin
816,211.007,Titipan Iuran YADAPEN,35,87127,21,TK Kanisius Beringin
818,211.009,Titipan Dana BPJS Kesehatan,35,64880,21,TK Kanisius Beringin
812,212.001,Titipan Dana Kesehatan,17,247200,21,TK Kanisius Beringin
815,211.006,Titipan Dana Sosial (IDS),35,10000,21,TK Kanisius Beringin
1371,212.002,Titipan SP,47,516700,21,TK Kanisius Beringin
812,212.001,Titipan Dana Kesehatan,35,118809,21,TK Kanisius Beringin
1377,212.003,Titipan Tabungan Tangkas ,47,150000,21,TK Kanisius Beringin
1385,211.003.20,Titipan Lain - lain,47,130000,21,TK Kanisius Beringin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,8946260,22,SD Kanisius Beringin
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,2031784,22,SD Kanisius Beringin
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,3600000,22,SD Kanisius Beringin
1362,5.1.1.01,Iuran Pensiun Yadapen,36,346579,22,SD Kanisius Beringin
1348,5.1.1.02,Iuran BPJS Kesehatan,36,519032,22,SD Kanisius Beringin
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,550176,22,SD Kanisius Beringin
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,259516,22,SD Kanisius Beringin
816,211.007,Titipan Iuran YADAPEN,35,200653,22,SD Kanisius Beringin
818,211.009,Titipan Dana BPJS Kesehatan,35,129760,22,SD Kanisius Beringin
812,212.001,Titipan Dana Kesehatan,17,95200,22,SD Kanisius Beringin
815,211.006,Titipan Dana Sosial (IDS),35,30000,22,SD Kanisius Beringin
1371,212.002,Titipan SP,47,2500000,22,SD Kanisius Beringin
812,212.001,Titipan Dana Kesehatan,35,273615,22,SD Kanisius Beringin
817,211.008,Titipan Top Up Yadapen,35,100000,22,SD Kanisius Beringin
1377,212.003,Titipan Tabungan Tangkas ,47,750000,22,SD Kanisius Beringin
1385,211.003.20,Titipan Lain - lain,47,360000,22,SD Kanisius Beringin
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,23824342,23,SMP Kanisius Raden Patah
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,5553000,23,SMP Kanisius Raden Patah
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,4100000,23,SMP Kanisius Raden Patah
1362,5.1.1.01,Iuran Pensiun Yadapen,36,734257,23,SMP Kanisius Raden Patah
1348,5.1.1.02,Iuran BPJS Kesehatan,36,879223,23,SMP Kanisius Raden Patah
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,962808,23,SMP Kanisius Raden Patah
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,454153,23,SMP Kanisius Raden Patah
816,211.007,Titipan Iuran YADAPEN,35,425104,23,SMP Kanisius Raden Patah
818,211.009,Titipan Dana BPJS Kesehatan,35,219809,23,SMP Kanisius Raden Patah
815,211.006,Titipan Dana Sosial (IDS),35,65000,23,SMP Kanisius Raden Patah
1371,212.002,Titipan SP,47,1050000,23,SMP Kanisius Raden Patah
812,212.001,Titipan Dana Kesehatan,35,579676,23,SMP Kanisius Raden Patah
817,211.008,Titipan Top Up Yadapen,35,900000,23,SMP Kanisius Raden Patah
1385,211.003.20,Titipan Lain - lain,47,555000,23,SMP Kanisius Raden Patah
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,31542040,24,SMP Kanisius Santo Yoris
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,4192184,24,SMP Kanisius Santo Yoris
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,9391000,24,SMP Kanisius Santo Yoris
1362,5.1.1.01,Iuran Pensiun Yadapen,36,1080367,24,SMP Kanisius Santo Yoris
1348,5.1.1.02,Iuran BPJS Kesehatan,36,1381249,24,SMP Kanisius Santo Yoris
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,1505199,24,SMP Kanisius Santo Yoris
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,709997,24,SMP Kanisius Santo Yoris
816,211.007,Titipan Iuran YADAPEN,35,625488,24,SMP Kanisius Santo Yoris
818,211.009,Titipan Dana BPJS Kesehatan,35,345317,24,SMP Kanisius Santo Yoris
812,212.001,Titipan Dana Kesehatan,17,1707300,24,SMP Kanisius Santo Yoris
815,211.006,Titipan Dana Sosial (IDS),35,80000,24,SMP Kanisius Santo Yoris
1371,212.002,Titipan SP,47,3280000,24,SMP Kanisius Santo Yoris
812,212.001,Titipan Dana Kesehatan,35,852922,24,SMP Kanisius Santo Yoris
817,211.008,Titipan Top Up Yadapen,35,300000,24,SMP Kanisius Santo Yoris
1385,211.003.20,Titipan Lain - lain,47,1315000,24,SMP Kanisius Santo Yoris
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2718488,25,TK Kanisius Weleri
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1600000,25,TK Kanisius Weleri
1362,5.1.1.01,Iuran Pensiun Yadapen,36,85439,25,TK Kanisius Weleri
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,110815,25,TK Kanisius Weleri
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,52271,25,TK Kanisius Weleri
816,211.007,Titipan Iuran YADAPEN,35,49465,25,TK Kanisius Weleri
815,211.006,Titipan Dana Sosial (IDS),35,10000,25,TK Kanisius Weleri
1371,212.002,Titipan SP,47,500000,25,TK Kanisius Weleri
812,212.001,Titipan Dana Kesehatan,35,67452,25,TK Kanisius Weleri
817,211.008,Titipan Top Up Yadapen,35,100000,25,TK Kanisius Weleri
1385,211.003.20,Titipan Lain - lain,47,65000,25,TK Kanisius Weleri
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,11916333,26,SD Kanisius Weleri
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,4550036,26,SD Kanisius Weleri
1362,5.1.1.01,Iuran Pensiun Yadapen,36,376428,26,SD Kanisius Weleri
1348,5.1.1.02,Iuran BPJS Kesehatan,36,419073,26,SD Kanisius Weleri
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,443260,26,SD Kanisius Weleri
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,209084,26,SD Kanisius Weleri
816,211.007,Titipan Iuran YADAPEN,35,217936,26,SD Kanisius Weleri
818,211.009,Titipan Dana BPJS Kesehatan,35,104769,26,SD Kanisius Weleri
812,212.001,Titipan Dana Kesehatan,17,120800,26,SD Kanisius Weleri
815,211.006,Titipan Dana Sosial (IDS),35,35000,26,SD Kanisius Weleri
812,212.001,Titipan Dana Kesehatan,35,297180,26,SD Kanisius Weleri
817,211.008,Titipan Top Up Yadapen,35,700000,26,SD Kanisius Weleri
1385,211.003.20,Titipan Lain - lain,47,425000,26,SD Kanisius Weleri
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,2436424,27,TK Kanisius Sukorejo
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1400000,27,TK Kanisius Sukorejo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,74723,27,TK Kanisius Sukorejo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,110815,27,TK Kanisius Sukorejo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,52271,27,TK Kanisius Sukorejo
816,211.007,Titipan Iuran YADAPEN,35,43261,27,TK Kanisius Sukorejo
815,211.006,Titipan Dana Sosial (IDS),35,10000,27,TK Kanisius Sukorejo
1371,212.002,Titipan SP,47,350000,27,TK Kanisius Sukorejo
812,212.001,Titipan Dana Kesehatan,35,58992,27,TK Kanisius Sukorejo
1385,211.003.20,Titipan Lain - lain,47,65000,27,TK Kanisius Sukorejo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,5477986,28,SD Kanisius Sanjaya
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,1600036,28,SD Kanisius Sanjaya
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,1300036,28,SD Kanisius Sanjaya
1362,5.1.1.01,Iuran Pensiun Yadapen,36,169590,28,SD Kanisius Sanjaya
1348,5.1.1.02,Iuran BPJS Kesehatan,36,313629,28,SD Kanisius Sanjaya
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,221630,28,SD Kanisius Sanjaya
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,104542,28,SD Kanisius Sanjaya
816,211.007,Titipan Iuran YADAPEN,35,98185,28,SD Kanisius Sanjaya
818,211.009,Titipan Dana BPJS Kesehatan,35,104544,28,SD Kanisius Sanjaya
