norek,kdrek,ket,jenis,nilai,nocabang,namacabang
815,211.006,Titipan Dana Sosial (IDS),35,0,107,SD Kanisius Bandung
1371,212.002,Titipan SP,47,0,107,SD Kanisius Bandung
812,212.001,Titipan Dana Kesehatan,47,0,107,SD Kanisius Bandung
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,87,SD Kanisius Bantul
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,87,SD Kanisius Bantul
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,87,SD Kanisius Bantul
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,87,SD Kanisius Bantul
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,87,SD Kanisius Bantul
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,87,SD Kanisius Bantul
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,87,SD Kanisius Bantul
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,87,SD Kanisius Bantul
816,211.007,Titipan Iuran YADAPEN,35,0,87,SD Kanisius Bantul
818,211.009,Titipan Dana BPJS Kesehatan,35,0,87,SD Kanisius Bantul
814,211.005,Titipan PPH 21,45,0,87,SD Kanisius Bantul
815,211.006,Titipan Dana Sosial (IDS),35,0,87,SD Kanisius Bantul
1371,212.002,Titipan SP,47,0,87,SD Kanisius Bantul
812,212.001,Titipan Dana Kesehatan,47,0,87,SD Kanisius Bantul
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,97,SD Kanisius Beji
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,97,SD Kanisius Beji
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,97,SD Kanisius Beji
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,97,SD Kanisius Beji
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,97,SD Kanisius Beji
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,97,SD Kanisius Beji
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,97,SD Kanisius Beji
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,97,SD Kanisius Beji
816,211.007,Titipan Iuran YADAPEN,35,0,97,SD Kanisius Beji
818,211.009,Titipan Dana BPJS Kesehatan,35,0,97,SD Kanisius Beji
814,211.005,Titipan PPH 21,45,0,97,SD Kanisius Beji
815,211.006,Titipan Dana Sosial (IDS),35,0,97,SD Kanisius Beji
1371,212.002,Titipan SP,47,0,97,SD Kanisius Beji
812,212.001,Titipan Dana Kesehatan,47,0,97,SD Kanisius Beji
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,114,SD Kanisius Bonoharjo
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,114,SD Kanisius Bonoharjo
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,114,SD Kanisius Bonoharjo
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,114,SD Kanisius Bonoharjo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,114,SD Kanisius Bonoharjo
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,114,SD Kanisius Bonoharjo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,114,SD Kanisius Bonoharjo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,114,SD Kanisius Bonoharjo
816,211.007,Titipan Iuran YADAPEN,35,0,114,SD Kanisius Bonoharjo
818,211.009,Titipan Dana BPJS Kesehatan,35,0,114,SD Kanisius Bonoharjo
814,211.005,Titipan PPH 21,45,0,114,SD Kanisius Bonoharjo
815,211.006,Titipan Dana Sosial (IDS),35,0,114,SD Kanisius Bonoharjo
1371,212.002,Titipan SP,47,0,114,SD Kanisius Bonoharjo
812,212.001,Titipan Dana Kesehatan,47,0,114,SD Kanisius Bonoharjo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,139,SD Kanisius Condong Catur
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,139,SD Kanisius Condong Catur
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,139,SD Kanisius Condong Catur
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,139,SD Kanisius Condong Catur
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,139,SD Kanisius Condong Catur
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,139,SD Kanisius Condong Catur
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,139,SD Kanisius Condong Catur
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,139,SD Kanisius Condong Catur
816,211.007,Titipan Iuran YADAPEN,35,0,139,SD Kanisius Condong Catur
818,211.009,Titipan Dana BPJS Kesehatan,35,0,139,SD Kanisius Condong Catur
814,211.005,Titipan PPH 21,45,0,139,SD Kanisius Condong Catur
815,211.006,Titipan Dana Sosial (IDS),35,0,139,SD Kanisius Condong Catur
1371,212.002,Titipan SP,47,0,139,SD Kanisius Condong Catur
812,212.001,Titipan Dana Kesehatan,47,0,139,SD Kanisius Condong Catur
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,131,SD Kanisius Demangan Baru I
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,131,SD Kanisius Demangan Baru I
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,131,SD Kanisius Demangan Baru I
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,131,SD Kanisius Demangan Baru I
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,131,SD Kanisius Demangan Baru I
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,131,SD Kanisius Demangan Baru I
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,131,SD Kanisius Demangan Baru I
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,131,SD Kanisius Demangan Baru I
816,211.007,Titipan Iuran YADAPEN,35,0,131,SD Kanisius Demangan Baru I
818,211.009,Titipan Dana BPJS Kesehatan,35,0,131,SD Kanisius Demangan Baru I
814,211.005,Titipan PPH 21,45,0,131,SD Kanisius Demangan Baru I
815,211.006,Titipan Dana Sosial (IDS),35,0,131,SD Kanisius Demangan Baru I
1371,212.002,Titipan SP,47,0,131,SD Kanisius Demangan Baru I
812,212.001,Titipan Dana Kesehatan,47,0,131,SD Kanisius Demangan Baru I
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,123,SD Kanisius Duwet
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,123,SD Kanisius Duwet
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,123,SD Kanisius Duwet
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,123,SD Kanisius Duwet
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,123,SD Kanisius Duwet
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,123,SD Kanisius Duwet
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,123,SD Kanisius Duwet
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,123,SD Kanisius Duwet
816,211.007,Titipan Iuran YADAPEN,35,0,123,SD Kanisius Duwet
818,211.009,Titipan Dana BPJS Kesehatan,35,0,123,SD Kanisius Duwet
814,211.005,Titipan PPH 21,45,0,123,SD Kanisius Duwet
815,211.006,Titipan Dana Sosial (IDS),35,0,123,SD Kanisius Duwet
1371,212.002,Titipan SP,47,0,123,SD Kanisius Duwet
812,212.001,Titipan Dana Kesehatan,47,0,123,SD Kanisius Duwet
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,118,SD Kanisius Gamping
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,118,SD Kanisius Gamping
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,118,SD Kanisius Gamping
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,118,SD Kanisius Gamping
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,118,SD Kanisius Gamping
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,118,SD Kanisius Gamping
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,118,SD Kanisius Gamping
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,118,SD Kanisius Gamping
816,211.007,Titipan Iuran YADAPEN,35,0,118,SD Kanisius Gamping
818,211.009,Titipan Dana BPJS Kesehatan,35,0,118,SD Kanisius Gamping
814,211.005,Titipan PPH 21,45,0,118,SD Kanisius Gamping
815,211.006,Titipan Dana Sosial (IDS),35,0,118,SD Kanisius Gamping
1371,212.002,Titipan SP,47,0,118,SD Kanisius Gamping
812,212.001,Titipan Dana Kesehatan,47,0,118,SD Kanisius Gamping
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,88,SD Kanisius Ganjuran
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,88,SD Kanisius Ganjuran
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,88,SD Kanisius Ganjuran
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,88,SD Kanisius Ganjuran
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,88,SD Kanisius Ganjuran
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,88,SD Kanisius Ganjuran
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,88,SD Kanisius Ganjuran
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,88,SD Kanisius Ganjuran
816,211.007,Titipan Iuran YADAPEN,35,0,88,SD Kanisius Ganjuran
818,211.009,Titipan Dana BPJS Kesehatan,35,0,88,SD Kanisius Ganjuran
814,211.005,Titipan PPH 21,45,0,88,SD Kanisius Ganjuran
815,211.006,Titipan Dana Sosial (IDS),35,0,88,SD Kanisius Ganjuran
1371,212.002,Titipan SP,47,0,88,SD Kanisius Ganjuran
812,212.001,Titipan Dana Kesehatan,47,0,88,SD Kanisius Ganjuran
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,74,SD Kanisius Gayam I
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,74,SD Kanisius Gayam I
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,74,SD Kanisius Gayam I
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,74,SD Kanisius Gayam I
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,74,SD Kanisius Gayam I
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,74,SD Kanisius Gayam I
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,74,SD Kanisius Gayam I
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,74,SD Kanisius Gayam I
816,211.007,Titipan Iuran YADAPEN,35,0,74,SD Kanisius Gayam I
818,211.009,Titipan Dana BPJS Kesehatan,35,0,74,SD Kanisius Gayam I
814,211.005,Titipan PPH 21,45,0,74,SD Kanisius Gayam I
815,211.006,Titipan Dana Sosial (IDS),35,0,74,SD Kanisius Gayam I
1371,212.002,Titipan SP,47,0,74,SD Kanisius Gayam I
812,212.001,Titipan Dana Kesehatan,47,0,74,SD Kanisius Gayam I
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,121,SD Kanisius Jetis Depok
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,121,SD Kanisius Jetis Depok
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,121,SD Kanisius Jetis Depok
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,121,SD Kanisius Jetis Depok
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,121,SD Kanisius Jetis Depok
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,121,SD Kanisius Jetis Depok
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,121,SD Kanisius Jetis Depok
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,121,SD Kanisius Jetis Depok
816,211.007,Titipan Iuran YADAPEN,35,0,121,SD Kanisius Jetis Depok
818,211.009,Titipan Dana BPJS Kesehatan,35,0,121,SD Kanisius Jetis Depok
814,211.005,Titipan PPH 21,45,0,121,SD Kanisius Jetis Depok
815,211.006,Titipan Dana Sosial (IDS),35,0,121,SD Kanisius Jetis Depok
1371,212.002,Titipan SP,47,0,121,SD Kanisius Jetis Depok
812,212.001,Titipan Dana Kesehatan,47,0,121,SD Kanisius Jetis Depok
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,94,SD Kanisius Jomegatan
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,94,SD Kanisius Jomegatan
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,94,SD Kanisius Jomegatan
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,94,SD Kanisius Jomegatan
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,94,SD Kanisius Jomegatan
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,94,SD Kanisius Jomegatan
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,94,SD Kanisius Jomegatan
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,94,SD Kanisius Jomegatan
816,211.007,Titipan Iuran YADAPEN,35,0,94,SD Kanisius Jomegatan
818,211.009,Titipan Dana BPJS Kesehatan,35,0,94,SD Kanisius Jomegatan
814,211.005,Titipan PPH 21,45,0,94,SD Kanisius Jomegatan
815,211.006,Titipan Dana Sosial (IDS),35,0,94,SD Kanisius Jomegatan
1371,212.002,Titipan SP,47,0,94,SD Kanisius Jomegatan
812,212.001,Titipan Dana Kesehatan,47,0,94,SD Kanisius Jomegatan
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,133,SD Kanisius Kadirojo
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,133,SD Kanisius Kadirojo
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,133,SD Kanisius Kadirojo
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,133,SD Kanisius Kadirojo
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,133,SD Kanisius Kadirojo
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,133,SD Kanisius Kadirojo
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,133,SD Kanisius Kadirojo
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,133,SD Kanisius Kadirojo
816,211.007,Titipan Iuran YADAPEN,35,0,133,SD Kanisius Kadirojo
818,211.009,Titipan Dana BPJS Kesehatan,35,0,133,SD Kanisius Kadirojo
814,211.005,Titipan PPH 21,45,0,133,SD Kanisius Kadirojo
815,211.006,Titipan Dana Sosial (IDS),35,0,133,SD Kanisius Kadirojo
1371,212.002,Titipan SP,47,0,133,SD Kanisius Kadirojo
812,212.001,Titipan Dana Kesehatan,47,0,133,SD Kanisius Kadirojo
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,135,SD Kanisius Kalasan
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,135,SD Kanisius Kalasan
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,135,SD Kanisius Kalasan
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,135,SD Kanisius Kalasan
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,135,SD Kanisius Kalasan
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,135,SD Kanisius Kalasan
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,135,SD Kanisius Kalasan
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,135,SD Kanisius Kalasan
816,211.007,Titipan Iuran YADAPEN,35,0,135,SD Kanisius Kalasan
818,211.009,Titipan Dana BPJS Kesehatan,35,0,135,SD Kanisius Kalasan
814,211.005,Titipan PPH 21,45,0,135,SD Kanisius Kalasan
815,211.006,Titipan Dana Sosial (IDS),35,0,135,SD Kanisius Kalasan
1371,212.002,Titipan SP,47,0,135,SD Kanisius Kalasan
812,212.001,Titipan Dana Kesehatan,47,0,135,SD Kanisius Kalasan
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,90,SD Kanisius Kanutan
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,90,SD Kanisius Kanutan
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,90,SD Kanisius Kanutan
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,90,SD Kanisius Kanutan
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,90,SD Kanisius Kanutan
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,90,SD Kanisius Kanutan
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,90,SD Kanisius Kanutan
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,90,SD Kanisius Kanutan
816,211.007,Titipan Iuran YADAPEN,35,0,90,SD Kanisius Kanutan
818,211.009,Titipan Dana BPJS Kesehatan,35,0,90,SD Kanisius Kanutan
814,211.005,Titipan PPH 21,45,0,90,SD Kanisius Kanutan
815,211.006,Titipan Dana Sosial (IDS),35,0,90,SD Kanisius Kanutan
1371,212.002,Titipan SP,47,0,90,SD Kanisius Kanutan
812,212.001,Titipan Dana Kesehatan,47,0,90,SD Kanisius Kanutan
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,93,SD Kanisius Kembaran
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,93,SD Kanisius Kembaran
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,93,SD Kanisius Kembaran
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,93,SD Kanisius Kembaran
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,93,SD Kanisius Kembaran
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,93,SD Kanisius Kembaran
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,93,SD Kanisius Kembaran
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,93,SD Kanisius Kembaran
816,211.007,Titipan Iuran YADAPEN,35,0,93,SD Kanisius Kembaran
818,211.009,Titipan Dana BPJS Kesehatan,35,0,93,SD Kanisius Kembaran
814,211.005,Titipan PPH 21,45,0,93,SD Kanisius Kembaran
815,211.006,Titipan Dana Sosial (IDS),35,0,93,SD Kanisius Kembaran
1371,212.002,Titipan SP,47,0,93,SD Kanisius Kembaran
812,212.001,Titipan Dana Kesehatan,47,0,93,SD Kanisius Kembaran
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,109,SD Kanisius Kenteng
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,109,SD Kanisius Kenteng
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,109,SD Kanisius Kenteng
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,109,SD Kanisius Kenteng
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,109,SD Kanisius Kenteng
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,109,SD Kanisius Kenteng
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,109,SD Kanisius Kenteng
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,109,SD Kanisius Kenteng
816,211.007,Titipan Iuran YADAPEN,35,0,109,SD Kanisius Kenteng
818,211.009,Titipan Dana BPJS Kesehatan,35,0,109,SD Kanisius Kenteng
814,211.005,Titipan PPH 21,45,0,109,SD Kanisius Kenteng
815,211.006,Titipan Dana Sosial (IDS),35,0,109,SD Kanisius Kenteng
1371,212.002,Titipan SP,47,0,109,SD Kanisius Kenteng
812,212.001,Titipan Dana Kesehatan,47,0,109,SD Kanisius Kenteng
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,75,SD Kanisius Kintelan I
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,75,SD Kanisius Kintelan I
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,75,SD Kanisius Kintelan I
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,75,SD Kanisius Kintelan I
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,75,SD Kanisius Kintelan I
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,75,SD Kanisius Kintelan I
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,75,SD Kanisius Kintelan I
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,75,SD Kanisius Kintelan I
816,211.007,Titipan Iuran YADAPEN,35,0,75,SD Kanisius Kintelan I
818,211.009,Titipan Dana BPJS Kesehatan,35,0,75,SD Kanisius Kintelan I
814,211.005,Titipan PPH 21,45,0,75,SD Kanisius Kintelan I
815,211.006,Titipan Dana Sosial (IDS),35,0,75,SD Kanisius Kintelan I
1371,212.002,Titipan SP,47,0,75,SD Kanisius Kintelan I
812,212.001,Titipan Dana Kesehatan,47,0,75,SD Kanisius Kintelan I
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,119,SD Kanisius Klepu
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,119,SD Kanisius Klepu
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,119,SD Kanisius Klepu
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,119,SD Kanisius Klepu
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,119,SD Kanisius Klepu
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,119,SD Kanisius Klepu
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,119,SD Kanisius Klepu
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,119,SD Kanisius Klepu
816,211.007,Titipan Iuran YADAPEN,35,0,119,SD Kanisius Klepu
818,211.009,Titipan Dana BPJS Kesehatan,35,0,119,SD Kanisius Klepu
814,211.005,Titipan PPH 21,45,0,119,SD Kanisius Klepu
815,211.006,Titipan Dana Sosial (IDS),35,0,119,SD Kanisius Klepu
1371,212.002,Titipan SP,47,0,119,SD Kanisius Klepu
812,212.001,Titipan Dana Kesehatan,47,0,119,SD Kanisius Klepu
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,77,SD Kanisius Kotabaru
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,77,SD Kanisius Kotabaru
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,77,SD Kanisius Kotabaru
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,77,SD Kanisius Kotabaru
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,77,SD Kanisius Kotabaru
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,77,SD Kanisius Kotabaru
1363,5.1.1.03,Iuran BPJS Tenaga Kerja,36,0,77,SD Kanisius Kotabaru
809,211.001,Titipan Dana BPJS Ketenagakerjaan,35,0,77,SD Kanisius Kotabaru
816,211.007,Titipan Iuran YADAPEN,35,0,77,SD Kanisius Kotabaru
818,211.009,Titipan Dana BPJS Kesehatan,35,0,77,SD Kanisius Kotabaru
814,211.005,Titipan PPH 21,45,0,77,SD Kanisius Kotabaru
815,211.006,Titipan Dana Sosial (IDS),35,0,77,SD Kanisius Kotabaru
1371,212.002,Titipan SP,47,0,77,SD Kanisius Kotabaru
812,212.001,Titipan Dana Kesehatan,47,0,77,SD Kanisius Kotabaru
865,5.1.2.01,Gaji Guru Tetap Yayasan,16,0,79,SD Kanisius Kumendaman
866,5.1.2.02,Gaji Karyawan Tetap Yayasan,16,0,79,SD Kanisius Kumendaman
867,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,16,0,79,SD Kanisius Kumendaman
868,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,16,0,79,SD Kanisius Kumendaman
1362,5.1.1.01,Iuran Pensiun Yadapen,36,0,79,SD Kanisius Kumendaman
1348,5.1.1.02,Iuran BPJS Kesehatan,36,0,79,SD Kanisius Kumendaman
