115151,5.2.3.05,Pendataan Dapodik,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115152,5.2.3.06,Usaha Kesehatan Sekolah (UKS); Peralatan dan/atau Obat-obatan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;
115153,5.2.3.07,Peningkatan Kompetensi Guru,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115154,5.2.3.08,Pengembangan Inovasi Sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115155,5.2.3.09,Bantuan Siswa Miskin,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115156,5.2.4.01,Pembinaan Pendidik,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115157,5.2.4.02,Pembinaan Tenaga Kependidikan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115158,5.2.4.03,Pembinaan Administrasi Sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115159,5.2.4.04,Pembuatan Media Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115160,5.2.5.01,Pengadaan Peralatan / Perlengkapan Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115161,5.2.5.02,Pengadaan / Peningkatan Instalasi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115162,5.2.5.03,Pengembangan Database Perpustakaan dan Perpustakaan Elektronik (e - library),0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115163,5.2.5.04,Pengadaan Sarana Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115164,5.2.5.05,Pengadaan Mebelair,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115165,5.2.5.06,Pembangunan / Penambahan Bangunan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115166,5.2.5.07,Pemeliharaan Peralatan / Perlengkapan Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115167,5.2.5.08,Pemeliharaan Instalasi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115168,5.2.5.09,Pemeliharaan Sarana Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115169,5.2.5.10,Pemeliharaan Mebelair,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115170,5.2.5.11,Pemeliharaan Bangunan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115171,5.2.5.12,Pemeliharaan Kebersihan Bangunan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115172,5.2.6.01,Kerjasama dengan Sekolah Lain,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115173,5.2.6.02,Program; Supervisi; Monitoring; Evaluasi; Laporan ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
115174,5.2.6.03,Pelaksanaan Rapat,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115175,5.2.6.04,Pengembangan Sistem Informasi Manajemen,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115176,5.2.6.05,Pengelolaan Inventaris Barang,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115177,5.2.6.06,Penyelenggaraan Lintas Alam,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115178,5.2.7.01,Akreditasi sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115179,5.2.7.02,Biaya transportasi untuk urusan dana BOS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115180,5.2.7.03,Honor bagi penyusun laporan BOS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115181,5.2.7.04,Keperluan Konsumsi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115182,5.2.7.05,Pembayaran Iuran Internet,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115183,5.2.7.06,Pembayaran Langganan Air,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115184,5.2.7.07,Pembayaran Rekening Listrik,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115185,5.2.7.08,Pembayaran Rekening Telepon,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115186,5.2.7.09,Pembayaran Retribusi Keamanan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115187,5.2.7.10,Pembayaran Retribusi Sampah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115188,5.2.7.11,Pengadaan ATK,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115189,5.2.7.12,Pengadaan Kebutuhan Rumah Tangga,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115190,5.2.7.13,Pembayaran Keperluan Administrasi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115191,5.2.7.14,Penyediaan Pembiayaan untuk Studi Lanjut Pendidik/Tenaga Kependidikan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115192,5.2.7.15,Penyelenggaraan Penerimaan Sumbangan Pendidikan dari Masyarakat,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115193,5.2.7.16,Pelaksanaan Workshop,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115194,5.2.8.01,Pelaksanaan Sistem Penilaian,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115195,5.2.8.02,Pelaksanaan Penilaian,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115196,5.2.8.03,Pelatihan-pelatihan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115197,5.2.8.04,Pengembangan Sekolah Hijau,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115198,5.3.1.01,Penyusunan Aneka Pedoman Belajar,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115199,5.3.1.02,Pelaksanaan Kegiatan Pengembangan Siswa,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115200,5.3.1.03,Pelaksanaan Penunjang Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115201,5.3.2.01,Penyusunan Program Perpustakaan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115202,5.3.2.02,Penyusunan Program Rutin Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115203,5.3.2.03,Penyusunan Program Pengelolaan Laboratorium,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115204,5.3.2.04,Penyusunan Program Ekstrakurikuler,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115205,5.3.2.05,Pengadaan Buku LKS/Majalah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115206,5.3.3.01,Pengelolaan Media Pembelajaran Cetak,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115207,5.3.3.02,Pelaksanaan Program Kesiswaan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115208,5.3.3.03,Pelaksanaan Pendaftaran Peserta Didik Baru (PPDB),0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115209,5.3.3.04,Pengadaan Sarana Penunjang Kegiatan Belajar Mengajar,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115210,5.3.3.05,Pendataan Dapodik,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115211,5.3.3.06,Usaha Kesehatan Sekolah (UKS); Peralatan dan/atau Obat-obatan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;
115212,5.3.3.07,Peningkatan Kompetensi Guru,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115213,5.3.3.08,Pengembangan Inovasi Sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115214,5.3.3.09,Bantuan Siswa Miskin,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115215,5.3.4.01,Pembinaan Pendidik,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115216,5.3.4.02,Pembinaan Tenaga Kependidikan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115217,5.3.4.03,Pembinaan Administrasi Sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115218,5.3.4.04,Pembuatan Media Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115219,5.3.5.01,Pengadaan Peralatan / Perlengkapan Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115220,5.3.5.02,Pengadaan / Peningkatan Instalasi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115221,5.3.5.03,Pengembangan Database Perpustakaan dan Perpustakaan Elektronik (e - library),0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115222,5.3.5.04,Pengadaan Sarana Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115223,5.3.5.05,Pengadaan Mebelair,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115224,5.3.5.06,Pembangunan / Penambahan Bangunan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115225,5.3.5.07,Pemeliharaan Peralatan / Perlengkapan Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115226,5.3.5.08,Pemeliharaan Instalasi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115227,5.3.5.09,Pemeliharaan Sarana Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115228,5.3.5.10,Pemeliharaan Mebelair,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115229,5.3.5.11,Pemeliharaan Bangunan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115230,5.3.5.12,Pemeliharaan Kebersihan Bangunan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115231,5.3.6.01,Kerjasama dengan Sekolah Lain,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115232,5.3.6.02,Program; Supervisi; Monitoring; Evaluasi; Laporan ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
115233,5.3.6.03,Pelaksanaan Rapat,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115234,5.3.6.04,Pengembangan Sistem Informasi Manajemen,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115235,5.3.6.05,Pengelolaan Inventaris Barang,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115236,5.3.6.06,Penyelenggaraan Lintas Alam,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115237,5.3.7.01,Akreditasi sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115238,5.3.7.02,Biaya transportasi untuk urusan dana BOS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115239,5.3.7.03,Honor bagi penyusun laporan BOS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115240,5.3.7.04,Keperluan Konsumsi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115241,5.3.7.05,Pembayaran Iuran Internet,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115242,5.3.7.06,Pembayaran Langganan Air,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115243,5.3.7.07,Pembayaran Rekening Listrik,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115244,5.3.7.08,Pembayaran Rekening Telepon,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115245,5.3.7.09,Pembayaran Retribusi Keamanan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115246,5.3.7.10,Pembayaran Retribusi Sampah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115247,5.3.7.11,Pengadaan ATK,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115248,5.3.7.12,Pengadaan Kebutuhan Rumah Tangga,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115249,5.3.7.13,Pembayaran Keperluan Administrasi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115250,5.3.7.14,Penyediaan Pembiayaan untuk Studi Lanjut Pendidik/Tenaga Kependidikan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115251,5.3.7.15,Penyelenggaraan Penerimaan Sumbangan Pendidikan dari Masyarakat,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115252,5.3.7.16,Pelaksanaan Workshop,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115253,5.3.8.01,Pelaksanaan Sistem Penilaian,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115254,5.3.8.02,Pelaksanaan Penilaian,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115255,5.3.8.03,Pelatihan-pelatihan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115256,5.3.8.04,Pengembangan Sekolah Hijau,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115257,5.4.01,Komputer,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115258,5.4.02,Kegiatan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115259,5.4.03,Komite,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115260,5.4.04,Alat,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115261,5.4.05,Pembangunan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115262,5.4.06.01,Penyediaan APE,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115263,5.4.06.02,Penyediaan dan/atau alat Multimedia Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115264,5.4.06.03,Penyediaan Bahan Pendukung Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115265,5.4.06.04,Penyediaan Laporan Capaian Tingkat Perkembangan Anak,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115266,5.4.06.05,Pengelolaan dan Operasional Rutin Satuan Pendindikan ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115267,5.4.07.01,Penyediaan APE,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115268,5.4.07.02,Penyediaan dan/atau alat Multimedia Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115269,5.4.07.03,Penyediaan Bahan Pendukung Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115270,5.4.07.04,Penyediaan Laporan Capaian Tingkat Perkembangan Anak,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115271,5.4.07.05,Pengelolaan dan Operasional Rutin Satuan Pendindikan ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115272,5.4.08,Pengelolaan Sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115273,5.5.04,ADVEN/APP/5 ROTI 2 IKAN/ KOLEKTE,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115274,5.5.06,TITIPAN DI YKC,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115275,5.6.01,Beasiswa SPP,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115276,5.6.02,Beasiswa USPP,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115277,5.6.03,Pengembangan Program Kewirausahaan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115278,5.6.04,Operasional Asrama,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115279,5.7.1.01,Belanja Barang Sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115280,5.7.1.02,Biaya Pos Paket,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115281,5.7.1.03,Biaya Listrik;Telp;Internet dan Air,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;
115282,5.7.1.04,Biaya Makan/Snack/Buah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115283,5.7.1.05,Biaya Rapat/Pertemuan Dinas,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115284,5.7.1.06,Biaya Retret/Penataran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115285,5.7.1.07,Biaya Perjalanan Dinas,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115286,5.7.1.08,Biaya Urusan Tanah (IMB/HGB),0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115287,5.7.1.09,Biaya ATK,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115288,5.7.1.10,Biaya Tamu,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115289,5.7.1.11,Biaya Kebersihan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115290,5.7.1.12,Belanja Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115291,5.7.2.01,Biaya Pajak dan Penjualan Tanah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115292,5.7.2.02,Biaya Pajak Penghasilan (SKPKB),0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115293,5.7.2.03,Biaya PPH Final Jasa Konstruksi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115294,5.7.2.04,Biaya Pajak Bumi dan Bangunan (PBB),0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115295,5.7.2.05,Biaya Pajak Kendaraan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115296,5.7.3.01,Biaya Material Pemeliharaan Gedung,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115297,5.7.3.02,Biaya Jasa Pemeliharaan Gedung,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115298,5.7.3.03,Biaya Material Pemeliharaan Kendaraan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115299,5.7.3.04,Biaya Jasa Pemeliharaan Kendaraan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115300,5.7.3.05,Biaya Material Pemeliharaan Peralatan Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115301,5.7.3.06,Biaya Jasa Pemeliharaan Peralatan Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115302,5.7.4.01,Biaya Penyusutan Gedung,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115303,5.7.4.02,Biaya Penyusutan Kendaraan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115304,5.7.4.03,Biaya Penyusutan Inventaris ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115305,5.7.5.01,Biaya Uang Duka,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115306,5.7.5.02,Biaya Sumbangan Lain,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115307,5.8.01,Pengembangan Ketrampilan dan Pengetahuan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115308,5.8.02,Biaya Studi Lanjut,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115309,5.8.03,Biaya Pengembangan Kerohanian,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115310,5.8.04,Biaya Kursus Persiapan Pensiun,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115311,5.9.01,Biaya Operasional Sekolah Penggerak,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115312,6.1.01,Pendapatan Jasa Giro,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115313,6.1.02,Pendapatan Jasa Deposito,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115314,6.1.03,Pendapatan Bunga Bank,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115315,6.1.04,Pendapatan Lainnya,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115316,6.2.01,Biaya Administrasi Bank,0,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
115317,6.2.02,Biaya lain-lain,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0;;;;
