noBudget,Kode_Akun,Nama_Akun,Qty,Satuan,HargaSatuan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember
130554,5.1.2.02,Gaji Karyawan Tetap Yayasan,0,,0,2087800,2087800,2087800,2087800,2087800,2087800,2087800,2087800,27659030,27659030,27659030,27659030
130555,5.1.2.03,Gaji Guru Tidak Tetap Yayasan,0,,0,5525000,5525000,5525000,5525000,5525000,5525000,5525000,5525000,2087800,2087800,2087800,2087800
130556,5.1.2.04,Gaji Karyawan Tidak Tetap Yayasan,0,,0,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,5525000,5525000,5525000,5525000
130557,5.1.3.01,Pembayaran Honor Guru / Guru Ekstrakurikuler,0,,0,0,0,0,0,0,0,0,0,1300000,1300000,1300000,1300000
130558,5.1.3.02,Pembayaran Honor Tenaga Kependidikan,0,,0,3750000,3750000,3750000,3750000,3750000,3750000,2500000,2500000,2500000,2500000,2500000,2500000
130559,5.1.3.03,Pembayaran Honor Kelebihan Mengajar,0,,0,0,0,0,0,0,0,1250000,1250000,1250000,1250000,1250000,1250000
130560,5.1.4.01,Pembayaran Honor Guru / Guru Ekstrakurikuler,0,,0,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000,2250000
130561,5.1.4.02,Pembayaran Honor Tenaga Kependidikan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130562,5.1.4.03,Pembayaran Honor Kelebihan Mengajar,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130563,5.2.1.01,Belanja Pengembangan Kompetensi Lulusan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130566,5.2.2.01,Belanja Pengembangan Standar Isi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130571,5.2.3.01,Belanja Pengembangan Standar Proses,0,,0,100000,100000,100000,100000,100000,100000,0,0,0,0,0,0
130580,5.2.4.01,Belanja Pengembangan pendidik dan tenaga kependidikan,0,,0,455000,0,0,0,3600000,0,625000,625000,625000,625000,625000,625000
130584,5.2.5.01,Belanja Pengembangan Sarana dan Prasarana,0,,0,0,0,0,0,0,0,0,0,0,2400000,0,0
130596,5.2.6.01,Belanja Pengembangan standar pengelolaan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130602,5.2.7.01,Akreditasi sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130603,5.2.7.02,Biaya transportasi untuk urusan dana BOS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130604,5.2.7.03,Honor bagi penyusun laporan BOS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130605,5.2.7.04,Keperluan Konsumsi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130606,5.2.7.05,Pembayaran Iuran Internet,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130607,5.2.7.06,Pembayaran Langganan Air,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130608,5.2.7.07,Pembayaran Rekening Listrik,0,,0,1550000,1500000,1198900,1649200,1567000,0,0,0,0,0,0,0
130609,5.2.7.08,Pembayaran Rekening Telepon,0,,0,766180,766180,766180,766180,766180,766180,0,0,0,0,0,0
130610,5.2.7.09,Pembayaran Retribusi Keamanan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130611,5.2.7.10,Pembayaran Retribusi Sampah,0,,0,250000,250000,250000,250000,200000,250000,1000000,1000000,1000000,1000000,1000000,1000000
130612,5.2.7.11,Pengadaan ATK,0,,0,0,0,0,0,7574200,0,500000,500000,500000,500000,500000,500000
130613,5.2.7.12,Pengadaan Kebutuhan Rumah Tangga,0,,0,0,0,0,0,0,0,3000000,0,0,0,0,0
130614,5.2.7.13,Pembayaran Keperluan Administrasi,0,,0,150000,360000,450000,375000,300000,515000,250000,550000,550000,550000,250000,585725
130615,5.2.7.14,Penyediaan Pembiayaan untuk Studi Lanjut Pendidik/Tenaga Kependidikan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130616,5.2.7.15,Penyelenggaraan Penerimaan Sumbangan Pendidikan dari Masyarakat,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130617,5.2.7.16,Pelaksanaan Workshop,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130618,5.2.8.01,Belanja Pengembangan dan implementasi sistem penilaian,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130622,5.3.1.01,Belanja Pengembangan Kompetensi Lulusan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130625,5.3.2.01,Belanja Pengembangan Standar Isi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130630,5.3.3.01,Belanja Pengembangan Standar Proses,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130639,5.3.4.01,Belanja Pengembangan pendidik dan tenaga kependidikan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130643,5.3.5.01,Belanja Pengembangan Sarana dan Prasarana,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130655,5.3.6.01,Belanja Pengembangan standar pengelolaan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130661,5.3.7.01,Akreditasi sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130662,5.3.7.02,Biaya transportasi untuk urusan dana BOS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130663,5.3.7.03,Honor bagi penyusun laporan BOS,0,,0,0,0,0,0,4050000,0,0,0,0,0,4050000,0
130664,5.3.7.04,Keperluan Konsumsi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130665,5.3.7.05,Pembayaran Iuran Internet,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130666,5.3.7.06,Pembayaran Langganan Air,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130667,5.3.7.07,Pembayaran Rekening Listrik,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130668,5.3.7.08,Pembayaran Rekening Telepon,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130669,5.3.7.09,Pembayaran Retribusi Keamanan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130670,5.3.7.10,Pembayaran Retribusi Sampah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130671,5.3.7.11,Pengadaan ATK,0,,0,0,0,0,2455000,0,0,0,0,0,0,0,0
130672,5.3.7.12,Pengadaan Kebutuhan Rumah Tangga,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130673,5.3.7.13,Pembayaran Keperluan Administrasi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130674,5.3.7.14,Penyediaan Pembiayaan untuk Studi Lanjut Pendidik/Tenaga Kependidikan,0,,0,0,0,0,0,0,0,0,0,0,3550000,0,0
130675,5.3.7.15,Penyelenggaraan Penerimaan Sumbangan Pendidikan dari Masyarakat,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130676,5.3.7.16,Pelaksanaan Workshop,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130677,5.3.8.01,Belanja Pengembangan dan implementasi sistem penilaian,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130681,5.4.01,Komputer,0,,0,3215000,2455000,1400000,1400000,1300000,1100000,6000000,9800000,1100000,1100000,1300000,1280000
130682,5.4.02,Kegiatan,0,,0,5130000,4240000,3090000,7090000,1690000,6080000,6850000,10160000,1610000,1510000,5810000,5510000
130683,5.4.03,Komite,0,,0,8575000,8575000,8575000,8575000,8575000,6615000,5500000,7950000,8200000,8200000,8200000,7250000
130684,5.4.04,Alat,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130685,5.4.05,Pembangunan,0,,0,7230000,2130000,15530000,2130000,1530000,2230000,7010000,8900000,10600000,2040000,1500000,2150000
130686,5.4.06.01,Penyediaan APE,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130687,5.4.06.02,Penyediaan dan/atau alat Multimedia Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130688,5.4.06.03,Penyediaan Bahan Pendukung Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130689,5.4.06.04,Penyediaan Laporan Capaian Tingkat Perkembangan Anak,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130690,5.4.06.05,Pengelolaan dan Operasional Rutin Satuan Pendindikan ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130691,5.4.07.01,Penyediaan APE,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130692,5.4.07.02,Penyediaan dan/atau alat Multimedia Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130693,5.4.07.03,Penyediaan Bahan Pendukung Pembelajaran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130694,5.4.07.04,Penyediaan Laporan Capaian Tingkat Perkembangan Anak,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130695,5.4.07.05,Pengelolaan dan Operasional Rutin Satuan Pendindikan ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130696,5.4.08,Pengelolaan Sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130697,5.5.04,ADVEN/APP/5 ROTI 2 IKAN/ KOLEKTE,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130699,5.6.01,Beasiswa SPP,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130700,5.6.02,Beasiswa USPP,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130701,5.6.03,Pengembangan Program Kewirausahaan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130702,5.6.04,Operasional Asrama,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130703,5.7.1.01,Belanja Barang Sekolah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130704,5.7.1.02,Biaya Pos Paket,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130705,5.7.1.03,Biaya Listrik;Telp;Internet dan Air,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130706,5.7.1.04,Biaya Makan/Snack/Buah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130707,5.7.1.05,Biaya Rapat/Pertemuan Dinas,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130708,5.7.1.06,Biaya Retret/Penataran,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130709,5.7.1.07,Biaya Perjalanan Dinas,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130710,5.7.1.08,Biaya Urusan Tanah (IMB/HGB),0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130711,5.7.1.09,Biaya ATK,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130712,5.7.1.10,Biaya Tamu,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130713,5.7.1.11,Biaya Kebersihan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130714,5.7.1.12,Belanja Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130715,5.7.2.01,Biaya Pajak dan Penjualan Tanah,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130716,5.7.2.02,Biaya Pajak Penghasilan (SKPKB),0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130717,5.7.2.03,Biaya PPH Final Jasa Konstruksi,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130718,5.7.2.04,Biaya Pajak Bumi dan Bangunan (PBB),0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130719,5.7.2.05,Biaya Pajak Kendaraan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130720,5.7.3.01,Biaya Material Pemeliharaan Gedung,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130721,5.7.3.02,Biaya Jasa Pemeliharaan Gedung,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130722,5.7.3.03,Biaya Material Pemeliharaan Kendaraan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130723,5.7.3.04,Biaya Jasa Pemeliharaan Kendaraan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130724,5.7.3.05,Biaya Material Pemeliharaan Peralatan Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130725,5.7.3.06,Biaya Jasa Pemeliharaan Peralatan Kantor,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130726,5.7.4.01,Biaya Penyusutan Gedung,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130727,5.7.4.02,Biaya Penyusutan Kendaraan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130728,5.7.4.03,Biaya Penyusutan Inventaris ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130729,5.7.5.01,Biaya Uang Duka,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130730,5.7.5.02,Biaya Sumbangan Lain,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130731,5.8.01,Pengembangan Ketrampilan dan Pengetahuan,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130732,5.8.02,Biaya Studi Lanjut,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130733,5.8.03,Biaya Pengembangan Kerohanian,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130734,5.8.04,Biaya Kursus Persiapan Pensiun,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130735,5.9.01,Biaya Operasional Sekolah Penggerak,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130736,6.1.01,Pendapatan Jasa Giro,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130737,6.1.02,Pendapatan Jasa Deposito,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130738,6.1.03,Pendapatan Bunga Bank,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130739,6.1.04,Pendapatan Lainnya,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130740,6.2.01,Biaya Administrasi Bank,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
130741,6.2.02,Biaya lain-lain,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
